idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
CRS3035RES200mN2531800E3919200,CRS3035RES1000mN2531000E3919000,CRS3035RES200mN2531800E3919200,0,0,"69384,69381",684.5,332,48,133,12,167,30,21098115.1,26831,329,3,299,8,0,24,1,24,34,17,23.5,55.5,61.5,194,136,75,59,29,0
CRS3035RES200mN2531800E3919400,CRS3035RES1000mN2531000E3919000,CRS3035RES200mN2531800E3919400,0,0,"69384,69386,69381",28.5,14,1,5,1,8,2,897866,1134,14,0,0,14,0,0,0,0,1,0,0,2,4.5,8,6,3,3,1,0
CRS3035RES200mN2531800E3919600,CRS3035RES1000mN2531000E3919000,CRS3035RES200mN2531800E3919600,0,0,69386,519,233,14,88,18,122,16,20924718,25614,233,0,90,134,0,9,0,0,21,10,33.5,53,31.5,82,115,36,90,47,0
CRS3035RES200mN2531800E3919800,CRS3035RES1000mN2531000E3919000,CRS3035RES200mN2531800E3919800,0,0,69386,1437.5,652,56,247,39,337,49,52471296.5,60087,647,5,93,227,121,190,21,82,61.5,38,79.5,120.5,102,249,291,151,214,131,0
CRS3035RES200mN2531800E3920000,CRS3035RES1000mN2531000E3920000,CRS3035RES200mN2531800E3920000,0,0,69386,430.5,193,12,72,14,127,16,18205666.5,21017,192,1,20,156,5,12,0,0,16,7.5,20,39.5,37.5,66,79,62,62,41,0
CRS3035RES200mN2531800E3920200,CRS3035RES1000mN2531000E3920000,CRS3035RES200mN2531800E3920200,0,0,69386,113.5,52,4,19,4,35,3,4966324,6710,49,3,15,37,0,0,0,0,5,2,6,6.5,11,14,19,9,30,11,0
CRS3035RES200mN2532000E3915600,CRS3035RES1000mN2532000E3915000,CRS3035RES1000mN2532000E3915000,1,0,"69081,69244,69389",17,6.8,0.8,1.9,1.1,2.8,0.6,605019.5,773,3,3.8,3.8,0.8,1.1,1.1,0,0,0.3,0.5,1.4,1.9,1.6,3.3,3.8,1.9,1.7,0.6,0
CRS3035RES200mN2532000E3915800,CRS3035RES1000mN2532000E3915000,CRS3035RES1000mN2532000E3915000,0,0,"69389,69081,69244",324,184,31,100,3,81,13,8600688.2,10789,181,3,70,31,19,64,0,0,18,9.5,16,8.5,28,136,55,31,16,6,0
CRS3035RES200mN2532000E3916000,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,495,238,58,129,21,59,25,10549939.3,13752,236,2,30,4,0,203,1,30,39,23,38,38,39,158,84,38,30,6,2
CRS3035RES200mN2532000E3916200,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,126,68,7,36,3,20,3,3391936.9,3701,66,2,23,0,0,45,0,0,2,1,7,8,17,59,23,1,6,2,0
CRS3035RES200mN2532000E3916400,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,598.5,322,46,171,13,77,33,14488400,18895,322,0,96,0,0,226,0,102,38,11,22.5,37.5,56.5,209,102,55,55,12,0
CRS3035RES200mN2532000E3916600,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,559.5,314,63,172,11,59,24,13632532.5,18630,311,3,195,0,0,119,0,112,23.5,8,24,28,56,208,96,44,55,17,0
CRS3035RES200mN2532000E3916800,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,697.5,447,80,286,6,119,30,18386999.6,25896,445,2,324,16,10,95,2,16,31,4,21.5,32,83,284,122,60,45,15,0
CRS3035RES200mN2532000E3917000,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,"69389,69384",163.5,89,8,40,1,27,8,4429408.5,6633,89,0,89,0,0,0,0,0,6,1.5,6,10,14,70,33,11,8,4,0
CRS3035RES200mN2532000E3917200,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69384,251.5,118,18,59,13,57,17,6202404.2,8935,118,0,15,68,0,35,0,33,15,7,9.5,30,21,56,49,27,19,18,0
CRS3035RES200mN2532000E3917600,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,1,0,69384,4,2.6,0.7,1.8,0,0.3,0,102351.4,142.2,2.5,0.1,1.2,0,0,1.4,0,0,0,0,0.1,0.4,0.7,1.8,1,0,0,0,0
CRS3035RES200mN2532000E3917800,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69384,612,281,25,113,24,165,21,20430187.3,28730,275,6,2,170,109,0,0,55,16,14.5,41.5,53.5,58.5,64,115,56,108,85,0
CRS3035RES200mN2532000E3918000,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532000E3918000,0,0,69384,1083.5,546,36,226,18,322,68,34209842.4,42224,537,9,184,233,10,119,0,6,55.5,17.5,51,77.5,78,226,204,146,154,74,0
CRS3035RES200mN2532000E3918200,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532000E3918200,0,0,69384,1010.5,480,58,198,23,234,69,30448327,35097,472,8,140,150,44,146,0,62,46,22.5,54.5,95.5,85,209,226,116,113,43,0
CRS3035RES200mN2532000E3918400,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532000E3918400,0,0,69384,1267,658,62,317,13,338,55,39545186.9,43297,655,3,463,48,28,119,0,8,52,27.5,49,89,104.5,321,274,136,154,60,0
CRS3035RES200mN2532000E3918600,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532000E3918600,0,0,69384,964.5,491,96,229,22,154,83,24404599.8,30710,489,2,238,177,16,60,0,188,37.5,24,70.5,79.5,73,211,182,118,126,43,0
CRS3035RES200mN2532000E3918800,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532000E3918800,0,0,69384,895.5,502,66,260,18,193,41,26963860.6,31843,495,7,396,0,41,65,0,32,33.5,17,41,59,61,281,175,85,103,40,0
CRS3035RES200mN2532000E3919000,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532000E3919000,0,0,"69384,69381",1547,812,131,411,32,321,76,44212396.4,48328,811,1,737,19,0,56,0,45,74.5,32,66.5,120.5,131.5,477,351,137,108,49,0
CRS3035RES200mN2532000E3919200,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532000E3919200,0,0,69384,857.5,420,48,183,13,239,43,26133283.5,29760,411,9,285,116,0,19,0,6,41.5,27.5,45,70.5,62,196,218,76,80,41,0
CRS3035RES200mN2532000E3919400,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532000E3919400,0,0,"69384,69386",282.5,136,10,57,9,88,9,9590204.9,11849,133,3,77,9,15,35,0,1,15,8,13.5,13,20,86,36,42,42,7,0
CRS3035RES200mN2532000E3919800,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532000E3919800,0,0,69386,475.5,208,10,60,15,145,16,21140794.8,26656,205,3,33,163,11,1,0,0,26,12.5,21,33,31,74,71,57,85,65,0
CRS3035RES200mN2532000E3920000,CRS3035RES1000mN2532000E3920000,CRS3035RES1000mN2532000E3920000,1,0,69386,48,24.2,1.9,8.4,0.9,16.8,1.9,1947944.4,2958.3,21.4,2.8,3.7,20.5,0,0,0,0,1.9,0,1.9,1.4,3.7,3.7,7.4,8.4,8.4,11.2,0
CRS3035RES200mN2532200E3915800,CRS3035RES1000mN2532000E3915000,CRS3035RES1000mN2532000E3915000,0,0,"69081,69389",95,36,13,13,6,5,8,1618808.4,2535,35,1,5,1,0,30,0,30,11,5.5,12,8.5,5,21,19,7,5,1,0
CRS3035RES200mN2532200E3916000,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,"69389,69081",106.5,54,12,26,3,9,12,2139822,3341,51,3,14,13,0,27,0,26,6,1,5,9,16.5,31,18,7,10,3,0
CRS3035RES200mN2532200E3916200,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,98,38,12,16,7,8,8,1776687.2,2576,35,3,12,12,0,14,0,14,2,6,11,16,8,13,26,10,2,4,0
CRS3035RES200mN2532200E3916400,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,637.5,291,95,150,30,69,41,13178149.6,16059,287,4,78,27,0,186,0,90,52,26.5,60.5,63.5,67,193,95,51,19,10,0
CRS3035RES200mN2532200E3916600,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,490,267,51,150,12,78,21,12378988.9,16570,263,4,122,24,1,118,2,36,14,11.5,36,32.5,50,174,100,34,22,9,7
CRS3035RES200mN2532200E3916800,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,509.5,284,54,171,20,61,23,11980450.9,15415,280,4,95,0,0,189,0,101,19,8,31,35,64.5,181,104,30,25,12,0
CRS3035RES200mN2532200E3917200,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69384,480.5,242,40,116,8,129,21,13106986,18503,240,2,43,100,22,77,0,38,17.5,14.5,24.5,39,37,116,104,46,56,25,1
CRS3035RES200mN2532200E3917400,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69384,280,160,30,93,5,52,8,8344178.4,13069,160,0,0,91,69,0,0,91,8,6,15,22,12,27,59,37,66,28,0
CRS3035RES200mN2532200E3917600,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69384,274.5,140,14,50,2,52,24,8540879.2,10516,138,2,4,58,14,64,0,44,6,6.5,11,24,20,46,62,32,48,19,0
CRS3035RES200mN2532200E3917800,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69384,422,223,43,111,10,106,29,12725851.6,20698,222,1,27,83,113,0,0,70,12.5,8,25,37.5,24,42,72,40,97,64,0
CRS3035RES200mN2532200E3918000,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532200E3918000,0,0,69384,424,203,8,80,9,135,25,14581093.9,17622,197,6,60,54,50,39,0,0,15,9.5,29.5,30,31,66,81,53,73,36,0
CRS3035RES200mN2532200E3918200,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532200E3918200,0,0,69384,605.5,290,17,123,12,170,35,18400281.1,21990,277,13,66,90,55,79,0,8,20,12.5,45,56,43,102,162,61,71,33,0
CRS3035RES200mN2532200E3918400,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532200E3918400,0,0,69384,738.5,338,15,133,22,197,32,26544143.7,27468,329,9,119,0,83,136,0,1,47.5,24,41.5,60.5,49,135,164,69,107,41,0
CRS3035RES200mN2532200E3918600,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532200E3918600,0,0,69384,956.5,445,45,177,22,203,56,29886525.6,33443,444,1,141,0,29,275,0,60,51,35,41.5,78,74,189,217,122,101,48,0
CRS3035RES200mN2532200E3918800,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532200E3918800,0,0,69384,967,537,68,287,12,184,43,28408518.6,32638,521,16,396,0,4,137,0,53,41,12,27.5,62.5,92,264,196,102,133,37,0
CRS3035RES200mN2532200E3919000,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532200E3919000,0,0,69384,1415.5,742,102,353,21,322,106,40047809.6,45636,737,5,610,0,12,120,0,48,66.5,27,71,114,120,406,334,132,110,35,0
CRS3035RES200mN2532200E3919200,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532200E3919200,0,0,69384,989,494,62,229,13,277,51,29835689.2,33772,487,7,190,149,49,106,0,48,36.5,20,53.5,83,72,207,246,122,99,50,0
CRS3035RES200mN2532200E3919400,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532200E3919400,0,0,69384,265.5,137,20,61,3,68,11,8543578.7,10828,135,2,123,9,0,5,0,0,8,5,14,10,24.5,94,45,28,25,12,0
CRS3035RES200mN2532200E3920400,CRS3035RES1000mN2532000E3920000,CRS3035RES1000mN2532000E3920000,1,0,69386,3.5,1.8,0.1,0.6,0.1,1.2,0.1,142037.6,215.7,1.6,0.2,0.3,1.5,0,0,0,0,0.1,0,0.1,0.1,0.3,0.3,0.6,0.6,0.6,0.8,0
CRS3035RES200mN2532200E3921000,CRS3035RES1000mN2532000E3921000,CRS3035RES1000mN2532000E3921000,0,0,"69266,69386",444,210,84,109,25,0,36,6717601.8,10897,210,0,68,0,142,0,0,98,26,19,39.5,49.5,43,89,88,43,40,7,0
CRS3035RES200mN2532400E3915800,CRS3035RES1000mN2532000E3915000,CRS3035RES1000mN2532000E3915000,0,0,"69081,69389",143.5,54,4,10,5,39,9,5091215.3,5306,41,13,5,0,34,15,0,13,2,1,9,19,18.5,6,36,31,19,2,0
CRS3035RES200mN2532400E3916000,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,"69389,69081",140,70,22,34,5,6,15,2632230.7,3899,65,5,0,56,0,14,0,0,12,4.5,12,7.5,7,34,24,19,13,7,0
CRS3035RES200mN2532400E3916200,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,1,0,69389,9,3.1,0.3,1,0.5,1.8,0,358578.6,427.6,1,2.1,2.8,0,0,0,0.3,0,0,0,0,0.3,2,2.6,2.1,1.5,0.5,0,0
CRS3035RES200mN2532400E3916400,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,248,127,26,65,5,51,9,6148558.3,7425,123,4,20,16,0,91,0,20,13.5,10,19.5,16,15,91,45,15,18,5,0
CRS3035RES200mN2532400E3916600,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,648,422,78,276,6,100,23,16139165,22052,418,4,226,64,0,131,1,4,33,7.5,13.5,22,72,288,100,39,47,19,7
CRS3035RES200mN2532400E3916800,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,1426,690,108,309,39,221,76,37085044.2,47480,688,2,180,23,76,411,0,147,82.5,33,89.5,107,126,437,282,127,102,40,0
CRS3035RES200mN2532400E3917000,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,"69389,69384",283,138,8,54,3,87,13,8931491.2,10930,138,0,33,19,22,63,1,1,16,6.5,10,17,18.5,83,58,29,32,13,0
CRS3035RES200mN2532400E3917200,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,"69384,69389",279.5,152,8,71,1,90,14,9013713.2,11744,147,5,0,43,45,63,1,0,11.5,5,10.5,16.5,13,77,52,29,44,21,0
CRS3035RES200mN2532400E3917400,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69384,302,146,10,58,5,91,20,8869106,10498,119,27,23,123,0,0,0,0,18,9,17.5,23,18.5,49,64,32,50,21,0
CRS3035RES200mN2532400E3917600,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69384,219,110,6,44,6,77,14,7940378.8,9113,90,20,19,52,0,39,0,0,4.5,4,5.5,20.5,18.5,32,48,29,41,16,0
CRS3035RES200mN2532400E3917800,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69384,681.5,333,91,145,22,3,74,12216876.2,23211,331,2,58,98,177,0,0,329,27,12,38.5,69,44,92,120,109,124,46,0
CRS3035RES200mN2532400E3918000,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532400E3918000,0,0,69384,261.5,119,10,44,6,86,12,8677332.6,10141,118,1,2,78,27,12,0,0,15,7,15.5,22,13,34,55,22,54,24,0
CRS3035RES200mN2532400E3918200,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532400E3918200,0,0,69384,477,225,11,89,7,148,15,16799665.3,17820,224,1,2,106,21,96,0,0,20.5,5,25,35.5,43,87,96,63,62,40,0
CRS3035RES200mN2532400E3918400,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532400E3918400,0,0,69384,848.5,422,32,184,21,228,39,27413566.5,33478,414,8,26,75,104,217,0,29,31.5,24,47,58,63,160,160,91,135,79,0
CRS3035RES200mN2532400E3918600,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532400E3918600,0,0,69384,618,320,33,156,9,110,34,15789718.3,21230,312,8,90,110,33,87,0,134,26,4,37.5,41,43.5,124,143,74,79,46,0
CRS3035RES200mN2532400E3918800,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532400E3918800,0,0,69384,614,349,50,200,10,120,30,16684403.2,19463,338,11,287,1,8,53,0,39,21.5,15.5,29,32.5,58.5,197,131,60,54,15,0
CRS3035RES200mN2532400E3919000,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532400E3919000,0,0,69384,1029,527,67,254,12,238,59,30770347.6,33990,520,7,324,0,0,203,0,40,53.5,27,50,76,74.5,273,216,118,100,41,0
CRS3035RES200mN2532400E3919200,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532400E3919200,0,0,69384,701,347,27,149,15,220,39,23309977.5,24659,343,4,208,27,37,75,0,0,27,14,44.5,55,47.5,144,155,95,91,28,0
CRS3035RES200mN2532400E3919400,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532400E3919400,0,0,"69384,69034",510,292,69,180,8,125,13,15736019.6,18645,288,4,76,128,0,88,0,6,26,10,31,27,66,148,89,34,54,25,0
CRS3035RES200mN2532400E3919600,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532400E3919600,0,0,"69034,69384,69386",181.5,97,11,50,2,49,9,5293675.8,6883,97,0,42,24,31,0,0,0,6,4,8,14,16.5,53,36,20,20,4,0
CRS3035RES200mN2532600E3915600,CRS3035RES1000mN2532000E3915000,CRS3035RES1000mN2532000E3915000,0,0,"69081,69389",89,30,3,8,6,26,3,3284811.4,3732,4,26,8,15,5,2,0,0,6,2,7,12,10,12,20,8,10,2,0
CRS3035RES200mN2532600E3915800,CRS3035RES1000mN2532000E3915000,CRS3035RES1000mN2532000E3915000,0,0,"69389,69081",521,181,92,58,37,2,28,7665754.2,10767,180,1,0,180,1,0,0,179,21,19,56.5,74,35.5,82,98,56,49,22,8
CRS3035RES200mN2532600E3916000,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,1,0,69389,6,2.1,0.2,0.7,0.3,1.2,0,239052.4,285.1,0.7,1.4,1.9,0,0,0,0.2,0,0,0,0,0.2,1.4,1.7,1.4,1,0.3,0,0
CRS3035RES200mN2532600E3916200,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,119.5,71,13,49,5,15,3,2589991.7,3951,69,2,65,0,0,6,0,11,6.5,1,7,4,9,44,19,9,18,2,0
CRS3035RES200mN2532600E3916400,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,141,83,14,55,5,21,3,3329035,4391,80,3,63,0,9,11,0,18,5,2.5,4,11.5,11,55,24,13,10,5,0
CRS3035RES200mN2532600E3916600,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,106,58,19,29,4,11,7,2252159.9,3031,57,1,49,9,0,0,0,25,3,0,3,7,11,36,17,9,17,3,0
CRS3035RES200mN2532600E3916800,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,1242,704,113,389,19,190,58,31632714.6,40839,704,0,151,11,16,526,0,126,51,23,53,63,146,511,199,96,76,24,0
CRS3035RES200mN2532600E3917000,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69389,17,11,2,7,0,3,1,508859.2,765,11,0,1,10,0,0,0,0,0,1,0,0,3,7,2,1,3,0,0
CRS3035RES200mN2532600E3917200,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,"69384,69389",183,84,9,26,1,39,9,6509965.9,7824,84,0,21,0,1,62,0,1,15,4,8.5,9,14,61.5,34,14,20,3,0
CRS3035RES200mN2532600E3917400,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69384,37.5,21,5,10,0,12,3,1191767,2251,16,5,21,0,0,0,0,0,3,0,0,0,2.5,17,5,4,5,1,0
CRS3035RES200mN2532600E3917600,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69384,257,121,8,46,7,78,12,7868879.9,9979,115,6,6,45,70,0,0,0,12,4,11.5,22.5,19,34,52,30,44,28,0
CRS3035RES200mN2532600E3917800,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69384,250,87,21,27,21,0,17,4622417.2,7472,87,0,0,87,0,0,0,87,5,13,26,39,22,22,50,31,29,13,0
CRS3035RES200mN2532600E3918000,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532600E3918000,0,0,69384,275,120,9,40,10,58,15,8666741.8,9329,116,4,2,38,0,80,0,10,8.5,6.5,22,32,21,49,65,29,30,12,0
CRS3035RES200mN2532600E3918200,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532600E3918200,0,0,69384,322,157,10,61,6,92,15,9905254.9,11573,155,2,1,74,18,64,0,13,16,4,17,27.5,17.5,73,69,40,31,27,0
CRS3035RES200mN2532600E3918400,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532600E3918400,0,0,69384,881.5,406,82,169,37,21,81,18388595.5,26432,406,0,18,316,0,72,0,376,34.5,21.5,85.5,101,53,141,197,82,123,43,0
CRS3035RES200mN2532600E3918600,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532600E3918600,0,0,69384,334,177,23,98,8,57,14,9398279.1,12139,168,9,6,66,84,20,1,89,17,7,11.5,19.5,34,44,56,41,45,59,0
CRS3035RES200mN2532600E3918800,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532600E3918800,0,0,"69384,69034",178.5,109,12,72,0,24,11,4826238.6,6256,107,2,95,0,0,14,0,14,7,2,9.5,10.5,13.5,50,44,16,19,7,0
CRS3035RES200mN2532600E3919000,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532600E3919000,0,0,"69384,69034",757.5,394,55,198,14,145,38,22004298.9,26354,384,10,55,16,49,274,0,68,33.5,16.5,45.5,42,76.5,175.5,158,82,94,34,0
CRS3035RES200mN2532600E3919200,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532600E3919200,0,0,"69384,69034",621.5,287,41,126,17,128,35,17413096.3,19739,269,18,141,0,17,129,0,66,22.5,7,43,69,63,139,162,70,38,8,0
CRS3035RES200mN2532600E3919400,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532600E3919400,0,0,"69034,69384",640.5,317,33,150,13,202,33,18800042.2,20435,296,21,245,39,5,28,0,7,35.5,13.5,27,52,59.5,187,152,68,35,11,0
CRS3035RES200mN2532600E3919800,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532600E3919800,0,0,"69034,69386",39,16,1,7,2,14,1,1534664.4,1839,16,0,16,0,0,0,0,0,2,2,3,3,5,8,12,3,1,0,0
CRS3035RES200mN2532600E3920200,CRS3035RES1000mN2532000E3920000,CRS3035RES1000mN2532000E3920000,0,0,69386,252,119,2,31,4,101,7,10963003.3,14213,119,0,0,0,0,119,0,0,6,0,5,16,20,21,46,48,74,16,0
CRS3035RES200mN2532800E3915600,CRS3035RES1000mN2532000E3915000,CRS3035RES1000mN2532000E3915000,0,0,"69081,69389",141,70,8,38,5,15,7,4128264.3,5905,55,15,5,17,48,0,0,55,3,2,7,16,12,13,34,22,22,10,0
CRS3035RES200mN2532800E3915800,CRS3035RES1000mN2532000E3915000,CRS3035RES1000mN2532000E3915000,0,0,69389,856.5,385,146,170,44,51,61,13813763.6,21018,385,0,0,385,0,0,0,293,59.5,32.5,64.5,67,57,183,135,81,124,53,0
CRS3035RES200mN2532800E3916000,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,0,0,69389,588.5,254,64,103,19,83,40,11037886,18558,253,1,1,253,0,0,0,106,41,19.5,41.5,46.5,51,111,98,76,78,26,0
CRS3035RES200mN2532800E3916200,CRS3035RES1000mN2532000E3916000,CRS3035RES1000mN2532000E3916000,1,0,69389,20,6.9,0.6,2.3,1.1,4,0,796841.3,950.3,2.3,4.6,6.3,0,0,0,0.6,0,0,0,0,0.6,4.6,5.7,4.6,3.4,1.1,0,0
CRS3035RES200mN2532800E3917200,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,1,0,"69389,69384",13,8.5,2.2,5.8,0,0.9,0,332642.1,462.2,8.1,0.4,4,0,0,4.5,0,0,0,0,0.5,1.4,2.2,5.8,3.1,0,0,0,0
CRS3035RES200mN2532800E3917400,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,"69384,69389",264,126,16,52,8,79,16,8420526.1,11372,124,2,21,0,105,0,0,14,8,6,11,24.5,24.5,47,59,25,43,16,0
CRS3035RES200mN2532800E3917600,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,0,0,69384,178,93,21,43,3,35,18,3880700.9,5447,92,1,1,92,0,0,0,31,9,7.5,12,13,6.5,61,31,17,12,9,0
CRS3035RES200mN2532800E3917800,CRS3035RES1000mN2532000E3917000,CRS3035RES1000mN2532000E3917000,1,0,69384,12,7.9,2.1,5.4,0,0.8,0,307054.2,426.6,7.5,0.4,3.7,0,0,4.2,0,0,0,0,0.4,1.2,2.1,5.4,2.9,0,0,0,0
CRS3035RES200mN2532800E3918000,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532800E3918000,0,0,69384,411,149,24,43,19,44,32,8938021,12010,142,7,2,52,60,35,0,60,20,13,42.5,79.5,26,57,103,33,20,17,0
CRS3035RES200mN2532800E3918200,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532800E3918200,0,0,69384,986,432,36,156,25,220,47,30305532.3,34174,430,2,0,40,136,256,0,62,45,27,60.5,98,91,201.5,227,89,98,49,0
CRS3035RES200mN2532800E3918400,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532800E3918400,0,0,"69384,69034",268.5,112,3,28,10,85,5,11169740.5,11866,72,40,19,7,0,86,0,0,8,4,10,29,20.5,41,50,45,46,15,0
CRS3035RES200mN2532800E3918600,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532800E3918600,0,0,"69034,69384",130,55,3,17,4,21,9,4072384.8,3974,41,14,11,3,1,40,0,14,6.5,3,9,12.5,16,32,34,6,10,1,0
CRS3035RES200mN2532800E3918800,CRS3035RES1000mN2532000E3918000,CRS3035RES200mN2532800E3918800,0,0,"69034,69384",249.5,124,17,53,4,73,11,7951490.9,8527,123,1,34,2,8,80,0,0,9.5,3,11.5,18.5,22,49,67,23,35,11,0
CRS3035RES200mN2532800E3919200,CRS3035RES1000mN2532000E3919000,CRS3035RES200mN2532800E3919200,0,0,"69034,69384",200,90,5,28,3,67,13,6298530.6,6998,90,0,0,0,71,19,0,0,12,3,13.5,11,15.5,48,32,21,37,7,0
CRS3035RES200mN2532800E3920200,CRS3035RES1000mN2532000E3920000,CRS3035RES1000mN2532000E3920000,0,0,"69386,69034",262,111,10,35,5,41,13,9657810.9,9346,111,0,0,0,0,111,0,0,15.5,8,21.5,20.5,23.5,59,66,17,21,10,0
