Code du département,Libellé du département,Code de la circonscription,Libellé de la circonscription,Code de la commune,Libellé de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp,,,,,,,
69,Rhône,04,4ème circonscription,123,Lyon,0617,969,172,"17,75",797,"82,25",47,"4,85","5,9",14,"1,44","1,76",736,"75,95","92,35",1,M,MACRON,Emmanuel,580,"59,86","78,8",2,F,LE PEN,Marine,156,"16,1","21,2"
69,Rhône,04,4ème circonscription,123,Lyon,0618,843,146,"17,32",697,"82,68",32,"3,8","4,59",12,"1,42","1,72",653,"77,46","93,69",1,M,MACRON,Emmanuel,522,"61,92","79,94",2,F,LE PEN,Marine,131,"15,54","20,06"
69,Rhône,04,4ème circonscription,123,Lyon,0619,937,168,"17,93",769,"82,07",42,"4,48","5,46",4,"0,43","0,52",723,"77,16","94,02",1,M,MACRON,Emmanuel,573,"61,15","79,25",2,F,LE PEN,Marine,150,"16,01","20,75"
69,Rhône,04,4ème circonscription,123,Lyon,0620,959,165,"17,21",794,"82,79",28,"2,92","3,53",13,"1,36","1,64",753,"78,52","94,84",1,M,MACRON,Emmanuel,616,"64,23","81,81",2,F,LE PEN,Marine,137,"14,29","18,19"
69,Rhône,04,4ème circonscription,123,Lyon,0621,968,180,"18,6",788,"81,4",34,"3,51","4,31",11,"1,14","1,4",743,"76,76","94,29",1,M,MACRON,Emmanuel,574,"59,3","77,25",2,F,LE PEN,Marine,169,"17,46","22,75"
69,Rhône,04,4ème circonscription,123,Lyon,0622,1083,203,"18,74",880,"81,26",30,"2,77","3,41",11,"1,02","1,25",839,"77,47","95,34",1,M,MACRON,Emmanuel,675,"62,33","80,45",2,F,LE PEN,Marine,164,"15,14","19,55"
69,Rhône,04,4ème circonscription,123,Lyon,0623,854,206,"24,12",648,"75,88",18,"2,11","2,78",10,"1,17","1,54",620,"72,6","95,68",1,M,MACRON,Emmanuel,501,"58,67","80,81",2,F,LE PEN,Marine,119,"13,93","19,19"
69,Rhône,04,4ème circonscription,123,Lyon,0624,1156,264,"22,84",892,"77,16",31,"2,68","3,48",15,"1,3","1,68",846,"73,18","94,84",1,M,MACRON,Emmanuel,681,"58,91","80,5",2,F,LE PEN,Marine,165,"14,27","19,5"
69,Rhône,04,4ème circonscription,123,Lyon,0625,826,177,"21,43",649,"78,57",26,"3,15","4,01",12,"1,45","1,85",611,"73,97","94,14",1,M,MACRON,Emmanuel,475,"57,51","77,74",2,F,LE PEN,Marine,136,"16,46","22,26"
69,Rhône,04,4ème circonscription,123,Lyon,0626,830,157,"18,92",673,"81,08",22,"2,65","3,27",7,"0,84","1,04",644,"77,59","95,69",1,M,MACRON,Emmanuel,541,"65,18","84,01",2,F,LE PEN,Marine,103,"12,41","15,99"
69,Rhône,04,4ème circonscription,123,Lyon,0627,1181,229,"19,39",952,"80,61",41,"3,47","4,31",13,"1,1","1,37",898,"76,04","94,33",1,M,MACRON,Emmanuel,685,58,"76,28",2,F,LE PEN,Marine,213,"18,04","23,72"
69,Rhône,04,4ème circonscription,123,Lyon,0628,831,170,"20,46",661,"79,54",28,"3,37","4,24",7,"0,84","1,06",626,"75,33","94,7",1,M,MACRON,Emmanuel,499,"60,05","79,71",2,F,LE PEN,Marine,127,"15,28","20,29"
69,Rhône,04,4ème circonscription,123,Lyon,0629,854,144,"16,86",710,"83,14",27,"3,16","3,8",7,"0,82","0,99",676,"79,16","95,21",1,M,MACRON,Emmanuel,545,"63,82","80,62",2,F,LE PEN,Marine,131,"15,34","19,38"
69,Rhône,04,4ème circonscription,123,Lyon,0630,1055,180,"17,06",875,"82,94",38,"3,6","4,34",10,"0,95","1,14",827,"78,39","94,51",1,M,MACRON,Emmanuel,618,"58,58","74,73",2,F,LE PEN,Marine,209,"19,81","25,27"
69,Rhône,04,4ème circonscription,123,Lyon,0631,1102,213,"19,33",889,"80,67",47,"4,26","5,29",13,"1,18","1,46",829,"75,23","93,25",1,M,MACRON,Emmanuel,671,"60,89","80,94",2,F,LE PEN,Marine,158,"14,34","19,06"
69,Rhône,04,4ème circonscription,123,Lyon,0632,991,196,"19,78",795,"80,22",38,"3,83","4,78",7,"0,71","0,88",750,"75,68","94,34",1,M,MACRON,Emmanuel,586,"59,13","78,13",2,F,LE PEN,Marine,164,"16,55","21,87"
69,Rhône,04,4ème circonscription,123,Lyon,0633,946,178,"18,82",768,"81,18",41,"4,33","5,34",10,"1,06","1,3",717,"75,79","93,36",1,M,MACRON,Emmanuel,569,"60,15","79,36",2,F,LE PEN,Marine,148,"15,64","20,64"
69,Rhône,04,4ème circonscription,123,Lyon,0634,1129,240,"21,26",889,"78,74",50,"4,43","5,62",7,"0,62","0,79",832,"73,69","93,59",1,M,MACRON,Emmanuel,674,"59,7","81,01",2,F,LE PEN,Marine,158,"13,99","18,99"
69,Rhône,04,4ème circonscription,123,Lyon,0811,1061,188,"17,72",873,"82,28",43,"4,05","4,93",10,"0,94","1,15",820,"77,29","93,93",1,M,MACRON,Emmanuel,667,"62,87","81,34",2,F,LE PEN,Marine,153,"14,42","18,66"
69,Rhône,04,4ème circonscription,123,Lyon,0812,1048,207,"19,75",841,"80,25",51,"4,87","6,06",15,"1,43","1,78",775,"73,95","92,15",1,M,MACRON,Emmanuel,641,"61,16","82,71",2,F,LE PEN,Marine,134,"12,79","17,29"
69,Rhône,04,4ème circonscription,123,Lyon,0813,1074,246,"22,91",828,"77,09",46,"4,28","5,56",15,"1,4","1,81",767,"71,42","92,63",1,M,MACRON,Emmanuel,611,"56,89","79,66",2,F,LE PEN,Marine,156,"14,53","20,34"
69,Rhône,04,4ème circonscription,123,Lyon,0814,1228,282,"22,96",946,"77,04",49,"3,99","5,18",13,"1,06","1,37",884,"71,99","93,45",1,M,MACRON,Emmanuel,651,"53,01","73,64",2,F,LE PEN,Marine,233,"18,97","26,36"
69,Rhône,04,4ème circonscription,123,Lyon,0815,1109,347,"31,29",762,"68,71",52,"4,69","6,82",16,"1,44","2,1",694,"62,58","91,08",1,M,MACRON,Emmanuel,526,"47,43","75,79",2,F,LE PEN,Marine,168,"15,15","24,21"
69,Rhône,04,4ème circonscription,123,Lyon,0816,899,305,"33,93",594,"66,07",29,"3,23","4,88",10,"1,11","1,68",555,"61,74","93,43",1,M,MACRON,Emmanuel,396,"44,05","71,35",2,F,LE PEN,Marine,159,"17,69","28,65"
69,Rhône,04,4ème circonscription,123,Lyon,0817,865,275,"31,79",590,"68,21",30,"3,47","5,08",10,"1,16","1,69",550,"63,58","93,22",1,M,MACRON,Emmanuel,406,"46,94","73,82",2,F,LE PEN,Marine,144,"16,65","26,18"
69,Rhône,04,4ème circonscription,123,Lyon,0818,920,238,"25,87",682,"74,13",43,"4,67","6,3",3,"0,33","0,44",636,"69,13","93,26",1,M,MACRON,Emmanuel,487,"52,93","76,57",2,F,LE PEN,Marine,149,"16,2","23,43"
69,Rhône,04,4ème circonscription,123,Lyon,0819,1166,347,"29,76",819,"70,24",47,"4,03","5,74",14,"1,2","1,71",758,"65,01","92,55",1,M,MACRON,Emmanuel,571,"48,97","75,33",2,F,LE PEN,Marine,187,"16,04","24,67"
