idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
CRS3035RES200mN2529000E3922800,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529000E3922800,0,0,69383,360,161,12,56,9,99,9,12008690.1,14100,109,52,80,8,31,40,2,6,16.5,13,14,30.5,25,68,73,48,52,20,0
CRS3035RES200mN2529000E3923000,CRS3035RES1000mN2529000E3923000,CRS3035RES1000mN2529000E3923000,0,0,69383,524.5,244,19,108,14,97,15,16417503.8,18614,220,24,68,30,43,102,1,21,19.5,15.5,35.5,48,49,120,110,50,50,26,1
CRS3035RES200mN2529000E3923200,CRS3035RES1000mN2529000E3923000,CRS3035RES1000mN2529000E3923000,0,0,69383,487.5,236,24,94,12,127,22,15418196.8,19241,189,47,118,24,32,62,0,18,9.5,10,27,46,40,70,118,61,59,47,0
CRS3035RES200mN2529000E3923400,CRS3035RES1000mN2529000E3923000,CRS3035RES1000mN2529000E3923000,0,0,69383,356.5,181,13,83,8,100,9,12069920.1,14826,143,38,37,37,37,70,0,0,17,9,18,14.5,30,91,68,42,36,31,0
CRS3035RES200mN2529000E3923600,CRS3035RES1000mN2529000E3923000,CRS3035RES1000mN2529000E3923000,0,0,"69383,69029",338.5,145,9,47,10,87,17,11103222.8,13320,97,48,65,32,25,23,0,11,15,1.5,29,36,28,54,85,33,32,25,0
CRS3035RES200mN2529000E3923800,CRS3035RES1000mN2529000E3923000,CRS3035RES1000mN2529000E3923000,0,0,"69029,69383,69266",93,56,9,32,1,27,6,1867225,3150,51,5,27,29,0,0,0,0,4,1.5,2,2,6.5,29,9,13,21,5,0
CRS3035RES200mN2529200E3914200,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,"69089,69385",105,32,0,2,8,32,2,3914202,4742,1,31,5,9,4,14,0,0,3,6,12,18.5,4.5,7,27,9,11,7,0
CRS3035RES200mN2529200E3914400,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,"69385,69202,69089",64,21,1,1,3,16,3,2521995,3544,4,17,8,1,2,10,0,0,2,3,8,4,5,10,16,8,7,1,0
CRS3035RES200mN2529200E3914600,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,69385,137,51,0,8,8,44,1,5302616.2,6180,6,45,15,7,19,10,0,0,3,4,12,10,6,16,27,16,30,12,1
CRS3035RES200mN2529200E3914800,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,69385,151.5,52,4,8,11,47,2,5818669.8,6282,4,48,9,13,13,17,0,0,7,4,10,18,15.5,18,29,12,25,13,0
CRS3035RES200mN2529200E3915000,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,379,167,27,67,11,42,29,8300158.7,12637,140,27,5,158,3,1,0,115,25,11,24,41,26,46,70,45,52,39,0
CRS3035RES200mN2529200E3915200,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,186,91,6,36,4,71,13,4497755.3,6299,89,2,3,87,0,1,0,1,6,3,13,12,14,44,37,22,16,19,0
CRS3035RES200mN2529200E3915400,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,"69385,69202",646.5,277,72,104,32,80,57,12053548.9,19874,268,9,4,203,62,8,0,154,35,25,53.5,77.5,37.5,99,119,80,89,30,1
CRS3035RES200mN2529200E3915600,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,"69202,69385",150,65,4,26,6,57,5,4799602.7,6407,55,10,9,0,18,38,0,0,2,1,3,12,23,18,25,23,23,20,0
CRS3035RES200mN2529200E3915800,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,1,0,"69202,69385",21,7.9,0,1.9,0.9,6.6,0,842744.7,1242.6,1.3,6.6,1.9,1.9,0.6,3.5,0,0,0.3,0.6,1.9,2.4,1.3,2.2,4.7,1.6,5.7,0.3,0
CRS3035RES200mN2529200E3916600,CRS3035RES1000mN2529000E3916000,CRS3035RES200mN2529200E3916600,0,0,"69202,69385",178.5,90,1,35,3,31,8,6145972,6906,69,21,15,2,3,70,0,0,5,2,6,15.5,12,51,34,22,27,4,0
CRS3035RES200mN2529200E3916800,CRS3035RES1000mN2529000E3916000,CRS3035RES200mN2529200E3916800,0,0,"69202,69385",622.5,276,19,97,15,172,36,20135353.4,23624,259,17,0,88,42,146,0,38,28,18,47,52.5,34.5,109.5,130,68,80,55,0
CRS3035RES200mN2529200E3917000,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,"69385,69202",307,143,9,55,9,55,14,11790597.5,13760,141,2,4,0,88,51,0,0,10,5,14.5,39.5,21,45,79,30,45,18,0
CRS3035RES200mN2529200E3917200,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,"69385,69142",55,22,1,6,1,18,0,2040831.4,2879,14,8,12,5,5,0,0,0,1,2,2,6,4,7,9,8,10,6,0
CRS3035RES200mN2529200E3917400,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,"69385,69142",169,82,11,33,2,36,8,5444985.4,6774,72,10,50,0,1,31,0,7,6.5,4,8,15.5,10,50,41,14,16,4,0
CRS3035RES200mN2529200E3917600,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,"69385,69382",143.5,84,13,50,2,41,4,3655500.6,5527,84,0,39,25,0,20,0,0,10,3,4,5.5,14,40,28,13,14,12,0
CRS3035RES200mN2529200E3917800,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,"69382,69385",192.5,111,26,66,4,28,11,4015479.8,6376,111,0,111,0,0,0,0,44,11.5,1,6.5,14.5,20,62,34,19,17,7,0
CRS3035RES200mN2529200E3918000,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,69382,235,102,17,51,14,53,9,6891778.4,8932,101,1,102,0,0,0,0,0,18,6,13.5,22.5,36,35,44,21,25,14,0
CRS3035RES200mN2529200E3918200,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,69382,231.5,127,19,71,7,44,6,6757653.5,9408,127,0,99,0,28,0,0,0,8,5,13.5,16,21,60,30,32,30,13,3
CRS3035RES200mN2529200E3918400,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,69382,810,423,69,204,17,151,39,23639477.2,34419,421,2,371,11,20,21,0,44,29,15,28,55.5,74,201,144.5,84,126,53,0
CRS3035RES200mN2529200E3918600,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,"69382,69387",504.5,248,40,125,17,63,18,14001927.9,20119,248,0,230,4,13,1,0,55,23.5,9,33,42,43,107,105,58,57,25,2
CRS3035RES200mN2529200E3919000,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529200E3919000,0,0,69387,151,84,13,45,0,7,4,4012462.5,5205,84,0,84,0,0,0,0,0,8,4,7,7,14,71,27,8,4,1,0
CRS3035RES200mN2529200E3919200,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529200E3919200,0,0,69387,269.5,187,70,135,2,20,13,5374872.4,9134,186,1,125,17,12,33,0,89,5,3,9,9.5,31,106,52,20,21,13,0
CRS3035RES200mN2529200E3919400,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529200E3919400,0,0,69387,668.5,414,94,271,12,95,18,14785245.1,20023,408,6,304,75,23,12,0,31,29.5,25,25.5,25.5,74,326,86,30,32,15,0
CRS3035RES200mN2529200E3919600,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529200E3919600,0,0,69387,1042.5,595,100,340,16,189,37,26812324.6,34658,593,2,472,20,2,99,2,67,56,14,42,47,105.5,449,154,68,88,19,0
CRS3035RES200mN2529200E3919800,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529200E3919800,0,0,69387,866,479,64,253,8,174,27,24983558.5,30848,475,4,315,30,33,101,0,24,41.5,13,37.5,44,73,332,166,65,57,37,0
CRS3035RES200mN2529200E3920000,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,"69387,69383",1039,574,54,302,16,252,29,32262956.8,40377,569,5,164,31,92,287,0,1,45,9.5,44.5,57.5,79.5,380,174,83,109,57,0
CRS3035RES200mN2529200E3920200,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,"69387,69383",1050,564,52,278,18,297,45,32834209.8,41822,563,1,139,85,305,35,0,12,23,17,54,65,96,283,208,101,130,73,0
CRS3035RES200mN2529200E3920400,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,"69383,69387",1067.5,643,85,373,10,216,37,30029430.7,39174,642,1,135,31,118,359,0,5,56,15,40,32.5,97,454,178,69,81,44,1
CRS3035RES200mN2529200E3920600,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,69383,818.5,400,19,156,8,131,30,26495247.5,27200,400,0,0,0,0,400,0,31,61.5,30,49,39,32,364,138,58,39,8,0
CRS3035RES200mN2529200E3920800,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,1,0,69383,1,0.5,0.1,0.3,0,0.1,0,27076.2,28.4,0.5,0,0.4,0,0,0.1,0,0,0,0.1,0,0,0.1,0.4,0.1,0.2,0,0.1,0
CRS3035RES200mN2529200E3921200,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529200E3921200,0,0,69383,1097,568,93,285,23,167,54,26726999.1,33741,565,3,125,25,0,418,0,185,48.5,21,79,68.5,92,336,229,98,93,32,0
CRS3035RES200mN2529200E3921400,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529200E3921400,0,0,69383,826.5,417,75,202,22,163,37,22947808.1,26986,416,1,132,0,85,200,0,70,20.5,18,49.5,66.5,74,209,160,112,89,28,0
CRS3035RES200mN2529200E3921600,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529200E3921600,0,0,69383,1037.5,576,65,325,23,158,43,26847726.8,34156,571,5,73,13,217,273,0,63,38,28,50.5,64.5,84.5,303,182,86,107,94,0
CRS3035RES200mN2529200E3921800,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529200E3921800,0,0,69383,633,295,33,117,14,145,22,17940845.3,21484,265,30,85,43,47,120,0,10,25,14.5,31.5,54.5,42.5,174,143,68,54,20,6
CRS3035RES200mN2529200E3922000,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529200E3922000,0,0,69383,249,118,7,50,5,84,9,8204512.4,10215,83,35,53,16,22,27,0,0,16,8,14,9,20,57,49,29,33,14,0
CRS3035RES200mN2529200E3922200,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529200E3922200,0,0,69383,291.5,135,5,55,11,80,14,8588369.2,10664,113,22,28,6,36,64,1,18,16,5.5,12,23.5,33.5,72,51,37,30,11,0
CRS3035RES200mN2529200E3922400,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529200E3922400,0,0,69383,251,108,15,43,10,41,14,6207850.2,8008,88,20,70,0,2,36,0,31,9,5.5,16.5,20.5,20.5,70,55,30,17,7,0
CRS3035RES200mN2529200E3922600,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529200E3922600,0,0,69383,496,218,17,82,18,81,25,14098037.5,15984,202,16,48,0,1,169,0,25,26.5,14,29,43.5,52,137,108,51,26,9,0
CRS3035RES200mN2529200E3922800,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529200E3922800,0,0,"69383,69266",641.5,320,35,152,16,133,41,17120957.1,23830,305,15,132,12,51,124,1,109,36,20.5,27.5,56.5,53,134,120,69,96,29,0
CRS3035RES200mN2529200E3923000,CRS3035RES1000mN2529000E3923000,CRS3035RES1000mN2529000E3923000,0,0,"69383,69266",676,324,51,152,19,107,43,17784656.5,22211,299,25,127,42,1,154,0,44,42.5,24,39.5,62,62,173,136,65,56,16,0
CRS3035RES200mN2529200E3923200,CRS3035RES1000mN2529000E3923000,CRS3035RES1000mN2529000E3923000,0,0,"69383,69266",790.5,374,43,169,22,142,35,20825361.3,26044,362,12,77,22,32,243,0,27,48.5,20,57.5,73,55.5,214,148,64,75,29,6
CRS3035RES200mN2529200E3923400,CRS3035RES1000mN2529000E3923000,CRS3035RES1000mN2529000E3923000,0,0,"69383,69266",1007.5,488,63,222,26,200,36,26391779.1,34384,482,6,101,13,175,199,0,119,49,26,69,72.5,60,210,195,110,142,69,5
CRS3035RES200mN2529200E3923600,CRS3035RES1000mN2529000E3923000,CRS3035RES1000mN2529000E3923000,0,0,"69266,69383",203,88,10,37,9,34,6,5056526.3,6753,76,12,15,2,13,58,0,0,17,5,18,19,12,55,43,11,13,10,0
CRS3035RES200mN2529200E3923800,CRS3035RES1000mN2529000E3923000,CRS3035RES1000mN2529000E3923000,0,0,"69266,69383",140.5,66,9,22,3,22,6,3548061.4,4790,61,5,5,0,0,61,0,13,9,9,8,5,14.5,55,20,7,13,0,0
CRS3035RES200mN2529400E3914000,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,1,0,"69089,69385",26,8.7,0,1.4,2.2,5.1,1.4,837258.9,1015.4,3.6,5.1,2.2,0.7,0.7,5.1,0,0,0.7,0.7,2.2,2.9,2.9,3.6,6.5,1.4,3.6,1.5,0
CRS3035RES200mN2529400E3914200,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,"69385,69089",88.5,30,1,5,3,29,1,3566054.9,4105,1,29,0,10,4,16,0,0,2,1,5,11.5,14,4,20,27,2,2,0
CRS3035RES200mN2529400E3914400,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,69385,109.5,41,2,7,4,39,6,4308479.1,5204,8,33,8,0,9,24,0,0,5,1,9,12,12.5,8,31,23,6,2,0
CRS3035RES200mN2529400E3914600,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,69385,66,23,1,3,1,20,1,2306217.1,2687,1,22,1,2,1,19,0,0,2,2,6,5,7,7,16,9,11,1,0
CRS3035RES200mN2529400E3914800,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,69385,372,169,11,67,11,129,20,10240537.4,13089,145,24,11,145,9,4,0,3,16,6,32,31,27,61,93,41,43,22,0
CRS3035RES200mN2529400E3915000,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,254,117,10,47,5,92,17,5796515.7,8680,113,4,2,84,29,2,0,0,10,9,18,18,19,53,63,22,29,13,0
CRS3035RES200mN2529400E3915200,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,174.5,80,7,34,4,13,10,4534446.8,5962,76,4,2,0,1,77,0,15,6,7,10,20.5,17,59,34,12,8,1,0
CRS3035RES200mN2529400E3915400,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,74.5,33,7,10,1,9,7,2020496.4,2417,29,4,4,0,0,29,0,6,3,1,7,7,7.5,16,18,12,3,0,0
CRS3035RES200mN2529400E3915600,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,176,79,7,22,2,54,12,5019234.5,7150,57,22,14,56,2,7,0,0,9,5.5,12,11.5,10,39,35,24,22,8,0
CRS3035RES200mN2529400E3915800,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,"69385,69202",107,35,4,7,9,29,3,4111364.4,3899,16,19,26,5,3,1,0,0,4,1,10,19,9,13,26,8,15,2,0
CRS3035RES200mN2529400E3916000,CRS3035RES1000mN2529000E3916000,CRS3035RES200mN2529400E3916000,0,0,"69385,69202",433,200,23,73,8,89,43,9812579.7,13879,198,2,2,85,20,93,0,45,38.5,9,26.5,37.5,22.5,112,84,45,37,21,0
CRS3035RES200mN2529400E3916200,CRS3035RES1000mN2529000E3916000,CRS3035RES200mN2529400E3916200,0,0,"69202,69385",866.5,417,67,166,23,247,75,18475345.8,26336,413,4,1,302,59,55,0,16,51,12.5,46,82,72,205,189,78,99,32,0
CRS3035RES200mN2529400E3916400,CRS3035RES1000mN2529000E3916000,CRS3035RES200mN2529400E3916400,0,0,"69202,69385",119.5,49,2,10,2,45,2,4453157.6,5374,2,47,41,5,2,1,0,0,2,2,3,11.5,10,11,18,20,32,10,0
CRS3035RES200mN2529400E3916600,CRS3035RES1000mN2529000E3916000,CRS3035RES200mN2529400E3916600,0,0,"69385,69202",281.5,133,7,48,3,97,14,10279476.3,12434,108,25,16,35,2,80,0,0,6,4,11.5,22,31,32,70,48,41,16,0
CRS3035RES200mN2529400E3916800,CRS3035RES1000mN2529000E3916000,CRS3035RES200mN2529400E3916800,0,0,69385,341,162,12,74,8,114,12,9420378.4,12078,145,17,7,154,1,0,0,0,13,8,18,37,18,75,66,36,52,18,0
CRS3035RES200mN2529400E3917000,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,69385,167,85,1,36,3,57,7,5795820,7795,76,9,0,6,78,1,0,0,7,2,7.5,9.5,9,26,30,18,40,18,0
CRS3035RES200mN2529400E3917200,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,69385,87,42,3,12,2,34,4,3337470.7,4613,39,3,3,33,0,6,0,0,1,1,3,8,3,11,17,5,30,8,0
CRS3035RES200mN2529400E3917400,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,69385,300,147,8,61,8,91,11,10346364.8,12546,130,17,36,0,110,1,0,0,12,5,9,21,27,67,41,28,65,25,0
CRS3035RES200mN2529400E3917600,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,69385,58.5,31,2,14,0,14,4,1869185.1,3081,26,5,5,0,24,2,0,0,3,2,2,1.5,3,17,8,7,13,2,0
CRS3035RES200mN2529400E3917800,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,"69385,69382",124.5,50,14,19,8,0,10,1970886.3,3937,50,0,0,0,50,0,0,50,3,1.5,10,21,10,21,24,18,16,0,0
CRS3035RES200mN2529400E3918000,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,"69382,69385",413.5,191,24,88,13,82,5,14593980.9,18556,191,0,77,10,85,19,0,0,17.5,8,23,23,40,104,70,45,52,30,1
CRS3035RES200mN2529400E3918200,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,69382,815,430,46,215,16,176,32,27651802.3,36336,430,0,364,21,5,40,0,1,41,12,37,41.5,77.5,236,129,91,85,65,0
CRS3035RES200mN2529400E3918400,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,69382,1265.5,615,59,261,30,254,55,40890775.1,53195,613,2,608,7,0,0,0,0,50.5,15.5,40.5,98.5,149.5,315,213,146,156,81,0
CRS3035RES200mN2529400E3918600,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,69382,1132.5,597,85,310,23,187,41,34477687.3,43468,596,1,591,0,0,6,0,35,61,27.5,47,60.5,114.5,371,200,94,112,45,0
CRS3035RES200mN2529400E3918800,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,1,0,"69382,69387",36,13.9,1.6,3.3,1.6,6.5,0,1169478.6,1722.3,13.9,0,13.9,0,0,0,0,0,1.6,0.8,0.8,4.9,3.3,8.2,6.6,1.6,5.7,2.5,0
CRS3035RES200mN2529400E3919000,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529400E3919000,0,0,"69387,69382",48,21,2,9,3,12,1,1830868.2,2210,20,1,18,0,0,3,0,0,2,1,2,9,3,7,10,7,5,2,0
CRS3035RES200mN2529400E3919200,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529400E3919200,0,0,69387,1040.5,625,113,375,18,180,34,28291738,39020,624,1,498,10,23,94,0,88,38,14,30,48,112.5,395,165,100,110,28,0
CRS3035RES200mN2529400E3919400,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529400E3919400,0,0,69387,1195.5,658,119,362,20,193,45,29467128.1,38622,657,1,387,33,8,230,0,154,71,41,62.5,52,96,475,211,88,84,15,0
CRS3035RES200mN2529400E3919600,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529400E3919600,0,0,69387,1475,801,171,432,31,184,58,35308216,48505,800,1,329,160,0,312,0,163,72.5,39,65.5,92,153,523,254,116,112,48,0
CRS3035RES200mN2529400E3919800,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529400E3919800,0,0,"69387,69383",1012,555,49,276,12,274,31,32589309.1,41546,555,0,346,86,0,123,0,6,48.5,20,42,45,69.5,347,153,76,109,102,0
CRS3035RES200mN2529400E3920000,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,"69383,69387",1209.5,672,69,352,25,293,34,38215370,50546,672,0,211,25,241,195,0,29,51,21,48,63.5,89,398,179,108,152,100,0
CRS3035RES200mN2529400E3920200,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,69383,984.5,553,52,295,8,199,29,28330894.4,36062,552,1,209,48,87,209,0,25,41,27.5,35,52,71,384,158,71,99,46,0
CRS3035RES200mN2529400E3920400,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,69383,1639,794,89,355,34,235,78,46209428.1,54098,794,0,210,0,59,524,1,99,109,49,100.5,108.5,121,563,331,112,107,36,2
CRS3035RES200mN2529400E3920600,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,69383,1216,627,109,317,31,156,64,29021549,39489,626,1,51,143,69,364,0,161,79.5,28.5,74.5,81.5,116,415,209,86,86,40,0
CRS3035RES200mN2529400E3921200,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529400E3921200,0,0,69383,1109,492,120,200,42,94,74,21991606.4,30553,491,1,30,44,32,386,0,275,68,21.5,92,106,89.5,281,241,109,81,20,0
CRS3035RES200mN2529400E3921400,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529400E3921400,0,0,69383,1143,602,69,301,20,269,35,32273853.7,39226,597,5,185,12,87,318,0,5,79,27,49.5,57.5,90,447,205,78,78,32,0
CRS3035RES200mN2529400E3921600,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529400E3921600,0,0,69383,769.5,379,36,167,14,194,38,20840882.2,27791,375,4,101,116,73,89,0,9,39.5,24,47,48.5,65.5,215,167,57,74,32,0
CRS3035RES200mN2529400E3921800,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529400E3921800,0,0,69383,1225.5,525,77,200,46,108,89,27040789.9,36243,507,18,97,40,30,357,1,242,83.5,36.5,105.5,115.5,103.5,326,250,113,66,24,2
CRS3035RES200mN2529400E3922000,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529400E3922000,0,0,"69383,69266",665,348,42,174,15,185,26,18480082.7,25433,315,33,147,77,56,68,0,21,25.5,17,36,43,57.5,195,123,66,61,41,0
CRS3035RES200mN2529400E3922200,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529400E3922200,0,0,"69383,69266",622,278,61,118,25,73,43,13005836.6,19189,262,16,85,17,36,140,0,102,32.5,19,53,69.5,44,145,134,69,39,16,1
CRS3035RES200mN2529400E3922400,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529400E3922400,0,0,"69266,69383",947,448,49,194,26,201,65,23008685.6,30459,431,17,61,83,125,179,0,69,50,32,59,80.5,80.5,193,214,94,92,52,0
CRS3035RES200mN2529400E3922600,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529400E3922600,0,0,"69266,69383",1255.5,627,93,285,21,202,79,31040603,37737,621,6,54,0,60,513,0,79,84,46,76,72.5,115,472,227,86,66,11,0
CRS3035RES200mN2529400E3922800,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529400E3922800,0,0,"69266,69383",686.5,321,31,142,23,139,40,17676193.6,22458,312,9,37,0,32,252,0,66,50,14,53.5,46,63,182,144,59,52,23,0
CRS3035RES200mN2529600E3914000,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,"69385,69244,69089",307.5,143,19,59,5,52,20,7458722.3,10052,142,1,1,2,0,140,0,53,10,10,23,29.5,24,56,87,30,34,4,0
CRS3035RES200mN2529600E3914200,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,69385,387,164,14,51,10,99,21,11938972.1,14385,157,7,0,0,93,71,0,36,15,4.5,33.5,29.5,32.5,71,77,48,64,12,0
CRS3035RES200mN2529600E3914400,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,69385,21,12,0,5,0,12,2,942286.5,1218,10,2,0,0,12,0,0,0,0,1,0,1,1,2,6,4,4,2,0
CRS3035RES200mN2529600E3914600,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,1,0,69385,10,3.3,0,0.6,0.8,1.9,0.6,322022.7,390.6,1.4,1.9,0.8,0.3,0.3,1.9,0,0,0.3,0.3,0.8,1.1,1.1,1.4,2.5,0.5,1.4,0.6,0
CRS3035RES200mN2529600E3914800,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,69385,390,193,16,80,7,107,25,10789822.2,14496,183,10,7,1,121,64,0,0,14.5,9,26.5,22,34,72,80,54,53,25,0
CRS3035RES200mN2529600E3915000,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,206,89,6,30,7,27,12,6458214.3,8108,70,19,3,5,0,81,0,0,3.5,4,16.5,28,16,28,63,24,19,3,1
CRS3035RES200mN2529600E3915200,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,539.5,226,50,81,25,38,45,10812988.3,16175,211,15,6,176,25,19,0,175,25.5,11,37,73,44,90,104,63,74,18,0
CRS3035RES200mN2529600E3915400,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,141.5,69,19,30,5,1,15,2775601.2,4718,69,0,0,69,0,0,0,57,6,4.5,11,6,14,23,28,25,18,5,1
CRS3035RES200mN2529600E3915600,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,1,0,69385,45.5,17.1,0,4.1,2.1,14.4,0,1825946.8,2692.4,2.7,14.4,4.1,4.1,1.4,7.5,0,0,0.7,1.4,4.1,5.1,2.7,4.8,10.3,3.4,12.3,0.7,0
CRS3035RES200mN2529600E3915800,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,171,72,2,22,5,53,2,6629887.8,7727,37,35,31,2,3,36,0,0,6,2,5,14,14,24,23,28,35,20,0
CRS3035RES200mN2529600E3916000,CRS3035RES1000mN2529000E3916000,CRS3035RES200mN2529600E3916000,0,0,69385,246,143,9,81,6,98,6,7533713,10361,136,7,5,0,125,13,0,0,7,2,7,7,17,39,43,34,55,35,0
CRS3035RES200mN2529600E3916200,CRS3035RES1000mN2529000E3916000,CRS3035RES200mN2529600E3916200,0,0,69385,391,175,8,74,8,123,14,11143452.6,14477,170,5,3,2,112,58,0,12,14,7,18,30,51,49,85,45,69,22,1
