idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
CRS3035RES200mN2527600E3917000,CRS3035RES1000mN2527000E3917000,CRS3035RES1000mN2527000E3917000,1,0,"69142,69382",38,16.3,2.1,5,0.7,7.1,2.8,1126317.1,1628.7,14.2,2.1,2.8,0,0,13.5,0,0,2.8,0.7,0.7,1.8,5,10,6.4,7.1,2.8,0.7,0
CRS3035RES200mN2527600E3917800,CRS3035RES1000mN2527000E3917000,CRS3035RES1000mN2527000E3917000,0,0,"69387,69382",110,58,4,26,2,11,5,2878969.6,3457,58,0,0,0,3,55,0,0,4,3,2,8,10,45,23,10,4,1,0
CRS3035RES200mN2527600E3918000,CRS3035RES1000mN2527000E3918000,CRS3035RES1000mN2527000E3918000,0,0,69387,667.5,292,11,90,11,173,22,19655749.8,24036,292,0,0,0,138,154,0,60,43,16,32,38.5,41,161,126,84,109,17,0
CRS3035RES200mN2527600E3918200,CRS3035RES1000mN2527000E3918000,CRS3035RES1000mN2527000E3918000,0,0,69387,605,334,39,168,5,174,38,15294410.8,22950,334,0,0,28,202,104,0,66,26.5,8.5,22.5,38.5,59.5,144.5,100,77,80,48,0
CRS3035RES200mN2527600E3918400,CRS3035RES1000mN2527000E3918000,CRS3035RES1000mN2527000E3918000,0,0,69387,996,523,82,247,15,129,58,22871209.6,30232,523,0,25,145,75,278,0,178,56.5,20.5,49.5,56.5,93,351,180,77,77,35,0
CRS3035RES200mN2527600E3918600,CRS3035RES1000mN2527000E3918000,CRS3035RES1000mN2527000E3918000,0,0,69387,1406,633,102,260,47,115,69,34188857.4,38248,633,0,0,0,0,633,0,202,87.5,51.5,139.5,102.5,130,529,238,69,44,7,8
CRS3035RES200mN2527600E3918800,CRS3035RES1000mN2527000E3918000,CRS3035RES1000mN2527000E3918000,0,0,69387,126,81,21,51,2,16,3,3132604.3,4386,81,0,12,17,0,52,0,0,3,3,4,2,20,55,13,10,9,7,0
CRS3035RES200mN2527600E3919000,CRS3035RES1000mN2527000E3919000,CRS3035RES1000mN2527000E3919000,0,0,69387,1464.5,673,55,247,20,236,68,40762991.7,44278,673,0,13,1,0,658,1,108,108,50.5,98.5,98.5,89,580,289,74,66,11,0
CRS3035RES200mN2527600E3919200,CRS3035RES1000mN2527000E3919000,CRS3035RES1000mN2527000E3919000,1,0,69387,99.5,56.5,9.3,28.7,0.9,13.9,2.8,3057965.4,3520.9,54.6,1.9,19.5,0,0,37,0,0.9,3.7,1.9,6,3.7,12,45.4,19.4,3.7,0.9,2.8,0
CRS3035RES200mN2527600E3919800,CRS3035RES1000mN2527000E3919000,CRS3035RES1000mN2527000E3919000,0,0,"69388,69387",128.5,63,16,23,1,0,19,2168639.8,3834,63,0,63,0,0,0,0,0,14,2,9.5,6,16,33,29,8,9,2,0
CRS3035RES200mN2527600E3923000,CRS3035RES1000mN2527000E3923000,CRS3035RES1000mN2527000E3923000,1,0,"69388,69383",5.5,2.5,0.4,1.4,0.4,0.6,0.2,162050.2,207.2,1.9,0.6,2.2,0.3,0,0,0,0,0.4,0.1,0.8,0.5,0.5,1,1.3,0.4,0.4,0.1,0
CRS3035RES200mN2527600E3923200,CRS3035RES1000mN2527000E3923000,CRS3035RES1000mN2527000E3923000,1,0,"69029,69383,69388",5,2.2,0.4,1.3,0.3,0.5,0.2,147318.4,188.4,1.7,0.5,2,0.2,0,0,0,0,0.3,0.1,0.8,0.5,0.4,0.9,1.2,0.4,0.3,0.1,0
CRS3035RES200mN2527800E3917000,CRS3035RES1000mN2527000E3917000,CRS3035RES1000mN2527000E3917000,1,0,"69142,69382",3,1.3,0.2,0.4,0.1,0.6,0.2,88919.8,128.6,1.1,0.2,0.2,0,0,1.1,0,0,0.2,0,0.1,0.1,0.4,0.8,0.5,0.6,0.2,0.1,0
CRS3035RES200mN2527800E3918000,CRS3035RES1000mN2527000E3918000,CRS3035RES1000mN2527000E3918000,0,0,69387,1177,569,72,245,31,280,75,28522169.9,40330,569,0,0,439,130,0,0,126,72,37.5,81,90,81.5,250,227,120,157,60,1
CRS3035RES200mN2527800E3918200,CRS3035RES1000mN2527000E3918000,CRS3035RES1000mN2527000E3918000,0,0,69387,738.5,340,55,137,21,92,49,16360255.4,21630,339,1,9,0,0,331,0,158,49,21,58.5,46,62,225,151,61,58,7,0
CRS3035RES200mN2527800E3918400,CRS3035RES1000mN2527000E3918000,CRS3035RES1000mN2527000E3918000,0,0,69387,698,335,33,146,14,177,30,16872552.5,22886,328,7,34,195,27,79,0,57,51.5,18.5,38,45,62,204,131,62,50,36,0
CRS3035RES200mN2527800E3918600,CRS3035RES1000mN2527000E3918000,CRS3035RES1000mN2527000E3918000,1,0,69387,29,20.6,3.7,14,0,5.6,0.9,654131.7,929.9,19.7,0.9,18.7,0,0.9,1,0,12.2,0.9,0.9,0,0,0,12.2,6.6,2.8,4.7,0.9,0
CRS3035RES200mN2527800E3918800,CRS3035RES1000mN2527000E3918000,CRS3035RES1000mN2527000E3918000,1,0,69387,1,0.7,0.1,0.5,0,0.2,0,22556.3,32.1,0.7,0,0.7,0,0,0,0,0.4,0,0,0,0,0,0.4,0.2,0.1,0.2,0.1,0
CRS3035RES200mN2527800E3919000,CRS3035RES1000mN2527000E3919000,CRS3035RES1000mN2527000E3919000,0,0,69387,458.5,209,31,86,13,60,21,11230680.7,14241,209,0,24,0,52,133,0,83,29,15,24.5,42,32,145,88,53,24,6,0
CRS3035RES200mN2527800E3919200,CRS3035RES1000mN2527000E3919000,CRS3035RES1000mN2527000E3919000,0,0,69387,574,259,58,96,20,53,40,12515827.9,16739,259,0,51,0,0,208,0,83,47,22,41,47,33,177,121,43,34,9,0
CRS3035RES200mN2527800E3919400,CRS3035RES1000mN2527000E3919000,CRS3035RES1000mN2527000E3919000,1,0,69387,8,4.5,0.7,2.3,0.1,1.1,0.2,245866.6,283.1,4.4,0.1,1.5,0,0,3,0,0.1,0.3,0.1,0.5,0.3,1,3.6,1.6,0.3,0.1,0.2,0
CRS3035RES200mN2527800E3920000,CRS3035RES1000mN2527000E3920000,CRS3035RES1000mN2527000E3920000,0,0,"69388,69387",538,268,66,120,11,76,31,10141941.7,15822,268,0,50,143,7,68,0,40,34.5,18,26,32,54.5,166,81,60,46,20,0
CRS3035RES200mN2527800E3920200,CRS3035RES1000mN2527000E3920000,CRS3035RES1000mN2527000E3920000,0,0,"69388,69387",45,32,5,24,0,6,0,961698.3,1448,32,0,32,0,0,0,0,0,1,0,1,1,6,23,10,0,2,1,0
CRS3035RES200mN2527800E3920400,CRS3035RES1000mN2527000E3920000,CRS3035RES1000mN2527000E3920000,1,0,"69388,69387",2,0.9,0.1,0.4,0,0.1,0,56697.7,68.3,0.7,0.2,0.5,0.1,0,0.3,0,0.1,0.1,0,0.1,0.1,0.1,0.3,0.6,0.5,0.1,0.1,0
CRS3035RES200mN2527800E3922600,CRS3035RES1000mN2527000E3922000,CRS3035RES200mN2527800E3922600,0,0,"69388,69383",123.5,76,15,45,1,38,5,3320809.5,4993,70,6,10,27,15,24,0,0,3,2,0,7,17.5,37,17,14,22,4,0
CRS3035RES200mN2527800E3922800,CRS3035RES1000mN2527000E3922000,CRS3035RES200mN2527800E3922800,0,0,"69383,69388",371,172,9,67,12,118,14,11819981.3,15701,161,11,14,129,16,12,1,0,17,8.5,21.5,28,31,67,72,40,57,29,0
CRS3035RES200mN2527800E3923000,CRS3035RES1000mN2527000E3923000,CRS3035RES1000mN2527000E3923000,1,0,"69383,69388",53,23.6,4.1,13.5,3.4,5.4,2,1561574.8,1997.1,18.2,5.4,20.9,2.7,0,0,0,0,3.4,1.3,8.1,5.1,4.7,9.5,12.8,4,3.4,0.7,0
CRS3035RES200mN2527800E3923200,CRS3035RES1000mN2527000E3923000,CRS3035RES1000mN2527000E3923000,1,0,"69383,69029",4,1.8,0.3,1,0.3,0.4,0.2,117854.7,150.7,1.4,0.4,1.6,0.2,0,0,0,0,0.2,0.1,0.6,0.4,0.4,0.7,1,0.3,0.3,0,0
CRS3035RES200mN2528000E3917400,CRS3035RES1000mN2528000E3917000,CRS3035RES1000mN2528000E3917000,0,0,69382,108.5,54,2,24,3,10,3,3257179,3505,54,0,0,0,0,54,0,23,9,3,5.5,4,13,48,18,5,3,0,0
CRS3035RES200mN2528000E3918000,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528000E3918000,0,0,"69387,69382",153.5,66,5,23,2,38,7,4585015.8,5231,66,0,0,0,0,66,0,0,5,1.5,14.5,15.5,14,33,37,18,13,2,0
CRS3035RES200mN2528000E3918200,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528000E3918200,0,0,69387,353.5,206,38,109,4,59,12,8951769,11457,206,0,5,1,39,161,0,17,19.5,6.5,10.5,9.5,59.5,167,42,13,22,4,0
CRS3035RES200mN2528000E3918400,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528000E3918400,0,0,69387,46,20,2,5,2,4,4,1167799.3,1376,20,0,0,0,0,20,0,4,2,2,7,2.5,5.5,15,7,0,3,2,0
CRS3035RES200mN2528000E3918600,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528000E3918600,0,0,69387,221,105,19,44,7,6,13,4997988.7,6117,105,0,0,1,0,104,0,47,14,11,19.5,14.5,15,93,39,11,3,1,0
CRS3035RES200mN2528000E3918800,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528000E3918800,0,0,69387,737.5,327,41,115,13,167,29,18962838.5,19785,327,0,0,0,0,327,0,70,93.5,28,53,33,40,357,106,17,10,0,0
CRS3035RES200mN2528000E3919000,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,375,193,12,81,3,76,12,11035870.5,12117,193,0,0,0,0,192,1,36,37,7.5,20.5,10,21,208,50,12,8,1,0
CRS3035RES200mN2528000E3919200,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,354.5,175,20,67,8,26,24,8968173.6,11631,175,0,4,30,48,93,0,9,22,6.5,17.5,19.5,30,149,68,15,21,6,0
CRS3035RES200mN2528000E3919400,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,1,0,69387,22,11.2,2,6,0.4,5.2,0,612864.7,603.6,8,3.2,10.4,0,0,0.4,0.4,0,1.6,0.8,1.2,0.4,2.4,8.4,2.4,2,2.4,0.4,0
CRS3035RES200mN2528000E3919600,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,1,0,69387,7,3.6,0.6,1.9,0.1,1.7,0,195002.4,192.1,2.6,1,3.3,0,0,0.1,0.2,0,0.5,0.2,0.4,0.1,0.8,2.7,0.8,0.6,0.8,0.1,0
CRS3035RES200mN2528000E3919800,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,49,20,8,8,2,3,3,824963.7,1259,18,2,19,0,0,1,0,0,3,1,7.5,2,5.5,10,14,2,3,1,0
CRS3035RES200mN2528000E3920000,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,69387,410,247,54,145,6,67,20,9009198.5,13834,244,3,202,11,0,34,0,34,21.5,8,16,14.5,45,155,77,30,33,10,0
CRS3035RES200mN2528000E3920200,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,69387,896.5,540,111,355,19,52,41,18441745,27112,528,12,60,74,12,394,0,102,40,30.5,52.5,45,112.5,354,126,53,45,30,8
CRS3035RES200mN2528000E3920400,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,"69387,69388",562,287,43,129,8,61,21,14526272.4,17026,287,0,12,2,4,269,0,21,35,17.5,37,28,61.5,264,84,16,16,3,0
CRS3035RES200mN2528000E3920600,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,"69388,69387",1241,577,115,270,46,118,56,28384684.7,34790,577,0,0,0,0,576,1,220,74,43,102.5,105,145.5,417,222,65,52,14,1
CRS3035RES200mN2528000E3922400,CRS3035RES1000mN2528000E3922000,CRS3035RES200mN2528000E3922400,0,0,"69383,69388",105,62,5,34,1,35,5,2981334.2,4259,62,0,0,62,0,0,0,0,4,2,4.5,2.5,10,37,16,9,13,7,0
CRS3035RES200mN2528000E3922800,CRS3035RES1000mN2528000E3922000,CRS3035RES200mN2528000E3922800,0,0,69383,180.5,104,19,64,5,32,12,4981172.7,7188,81,23,47,42,8,7,0,18,5,1,8,18.5,23,42,30,22,26,5,0
CRS3035RES200mN2528000E3923000,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,69383,100,37,1,8,5,33,0,4113749.4,5897,4,33,35,1,1,0,0,0,0,1,5,10,18,3,14,29,15,5,0
CRS3035RES200mN2528000E3923200,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,69383,148,52,7,8,9,47,2,5662253.9,6088,16,36,33,17,0,1,1,0,4,2,10,22,13,8,35,15,30,9,0
CRS3035RES200mN2528000E3923400,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,"69029,69383",68,29,1,10,2,21,4,2184182.5,2439,17,12,27,1,0,1,0,1,4,2,2,8,7,13,13,14,4,1,0
CRS3035RES200mN2528200E3917800,CRS3035RES1000mN2528000E3917000,CRS3035RES1000mN2528000E3917000,0,0,69382,287,184,58,119,3,2,24,4697048.9,8200,184,0,184,0,0,0,0,172,5,4,8,14,18,28,64,37,76,33,0
CRS3035RES200mN2528200E3919000,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,259,125,5,55,5,52,8,7120847.7,8137,125,0,0,0,0,125,0,15,22.5,8,15,14.5,20,112,46,12,8,1,0
CRS3035RES200mN2528200E3919200,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,868,487,75,274,21,70,45,20044169.4,25972,487,0,141,0,26,320,0,115,52.5,25,42,39.5,103,362,137,49,51,7,0
CRS3035RES200mN2528200E3919400,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,1,0,69387,19,9.7,1.7,5.2,0.3,4.5,0,529292.3,521.3,6.9,2.8,9,0,0,0.3,0.4,0,1.4,0.7,1,0.3,2.1,7.3,2.1,1.7,2.1,0.3,0
CRS3035RES200mN2528200E3919800,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,355.5,216,41,128,3,82,7,8030605.9,12260,216,0,93,123,0,0,0,0,19.5,6.5,13,3.5,32,165,45,18,35,18,0
CRS3035RES200mN2528200E3920000,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,69387,947.5,523,111,278,17,247,36,23856875.1,32959,519,4,170,35,261,57,0,8,39,17,32,55.5,111,282,154,83,125,49,0
CRS3035RES200mN2528200E3920200,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,1,0,69387,86.5,37.3,6.8,17,5.4,11.5,3.4,2267046.5,2727.3,37.3,0,10.8,0,6.8,19.7,0,6.8,4.7,6.1,8.1,8.5,7.5,29.2,16.3,3.4,0.7,2,0
CRS3035RES200mN2528200E3921800,CRS3035RES1000mN2528000E3921000,CRS3035RES200mN2528200E3921800,0,0,"69388,69383",970.5,488,64,227,22,179,29,29965089.1,34134,484,4,104,0,11,373,0,11,42.5,20.5,52.5,56,107,289,188,110,81,23,1
CRS3035RES200mN2528200E3922000,CRS3035RES1000mN2528000E3922000,CRS3035RES200mN2528200E3922000,0,0,"69383,69388",283,169,19,95,2,59,18,7612402.6,10088,165,4,78,81,10,0,0,0,11,6,10.5,19.5,34,99,44,18,31,10,0
CRS3035RES200mN2528200E3922200,CRS3035RES1000mN2528000E3922000,CRS3035RES200mN2528200E3922200,0,0,"69383,69388",321,157,28,74,5,54,13,8036552.9,10197,153,4,25,11,79,42,0,7,29,9,23.5,15.5,25,105,69,24,11,10,0
CRS3035RES200mN2528200E3922800,CRS3035RES1000mN2528000E3922000,CRS3035RES200mN2528200E3922800,0,0,69383,326,171,16,84,6,80,18,9032223.7,11206,146,25,19,148,0,4,0,0,15,5,14,25,46,81,66,26,38,10,0
CRS3035RES200mN2528200E3923000,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,69383,72.5,26,1,4,3,21,2,2986864.6,3243,4,22,17,0,6,3,0,0,0,0,4,7.5,9,5,15,12,16,4,0
