Idcar_200m,I_est_200,Idcar_1km,I_est_1km,Idcar_nat,Groupe,Ind,Men_1ind,Men_5ind,Men_prop,Men_fmp,Ind_snv,Men_surf,Men_coll,Men_mais,Log_av45,Log_45_70,Log_70_90,Log_ap90,Log_inc,Log_soc,Ind_0_3,Ind_4_5,Ind_6_10,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_55_64,Ind_65_79,Ind_80p,Ind_inc,Men_pauv,Men,lcog_geo
CRS3035RES200mN2529600E3914200,0,CRS3035RES1000mN2529000E3914000,0,CRS3035RES1000mN2529000E3914000,595300,484,65,8,116,24,15099381.6,18156,205,7,0,0,93,119,0,32,25,16,30,36,29,98,109,68,61,8,4,12,212,69385
CRS3035RES200mN2529600E3914400,0,CRS3035RES1000mN2529000E3914000,0,CRS3035RES1000mN2529000E3914000,595280,28,6,0,12,0,1176361.5,1321,11,2,0,0,13,0,0,0,1,1,0,3,2,5,8,4,2,2,0,0,13,69385
CRS3035RES200mN2529600E3914600,1,CRS3035RES1000mN2529000E3914000,0,CRS3035RES1000mN2529000E3914000,595279,9,1.1,0.7,2,0.4,278223.7,370.4,1.1,2.3,0.9,0.2,0.5,1.8,0,0,0.2,0.2,0.9,0.9,0.7,1.4,2,0.7,1.1,0.9,0,0.2,3.4,69385
CRS3035RES200mN2529600E3914800,0,CRS3035RES1000mN2529000E3914000,0,CRS3035RES1000mN2529000E3914000,595298,404.5,88,9,111,25,10830760.9,15028,192,9,5,1,131,64,0,0,22.5,10,25,26,28,76,84,57,53,22,1,18,201,69385
CRS3035RES200mN2529600E3915000,0,CRS3035RES1000mN2529000E3915000,0,CRS3035RES1000mN2529000E3915000,595311,198,27,6,26,12,5870184.7,7327,66,16,3,5,0,74,0,33,13,3,11,32.5,11.5,36,56,19,12,4,0,3,82,69385
CRS3035RES200mN2529600E3915200,0,CRS3035RES1000mN2529000E3915000,0,CRS3035RES1000mN2529000E3915000,595317,307.5,45,14,32,33,6499626.3,10404,117,14,5,82,26,18,0,82,16,5,22.5,40,33,48,58,35,41,9,0,25,131,69385
CRS3035RES200mN2529600E3915400,0,CRS3035RES1000mN2529000E3915000,0,CRS3035RES1000mN2529000E3915000,595315,263.5,41,8,0,28,4733591.4,7488,114,0,0,114,0,0,0,103,11.5,7,13,27,22,43,57,38,33,12,0,28,114,69385
CRS3035RES200mN2529600E3915600,1,CRS3035RES1000mN2529000E3915000,0,CRS3035RES1000mN2529000E3915000,595303,35.5,3.5,0.7,10.5,1.4,1341561.7,2374.6,2.1,13.4,4.2,3.5,0.7,7.1,0,0,1.4,0,3.5,1.1,0.7,4.9,8.4,5.6,8.5,0,1.4,0.7,15.5,69385
CRS3035RES200mN2529600E3915800,0,CRS3035RES1000mN2529000E3915000,0,CRS3035RES1000mN2529000E3915000,595308,157,21,4,49,6,5509218.9,7385,35,34,31,3,3,32,0,0,7,0,3,14,18,17,28,23,30,17,0,2,69,69385
CRS3035RES200mN2529600E3916000,0,CRS3035RES1000mN2529000E3916000,0,CRS3035RES200mN2529600E3916000,595390,248,86,3,97,6,7102505,10416,141,7,5,0,130,13,0,0,6,2,5,9,19,36,41,31,66,33,0,10,148,69385
CRS3035RES200mN2529600E3916200,0,CRS3035RES1000mN2529000E3916000,0,CRS3035RES200mN2529600E3916200,595395,390,68,5,124,16,11177765.9,14446,170,5,4,1,110,60,0,11,13,3,14,42,44,50,92,49,61,20,2,8,175,69385
CRS3035RES200mN2529600E3916400,0,CRS3035RES1000mN2529000E3916000,0,CRS3035RES200mN2529600E3916400,595399,454.5,75,13,109,34,11217365.4,14800,188,11,7,87,60,45,0,20,25,10,37,46,36.5,85,96,44,50,25,0,14,199,69385
CRS3035RES200mN2529600E3916600,0,CRS3035RES1000mN2529000E3916000,0,CRS3035RES200mN2529600E3916600,595387,227.5,36,6,79,19,4942332.7,7606,102,3,2,93,0,10,0,0,10,4,11,23.5,16,41,41,33,36,11,1,11,105,69385
CRS3035RES200mN2529600E3916800,0,CRS3035RES1000mN2529000E3916000,0,CRS3035RES200mN2529600E3916800,595401,404,125,8,111,16,10500957.3,15255,224,7,4,60,144,23,0,67,15,5,15,15,29,60,58,58,96,52,1,24,231,69385
CRS3035RES200mN2529600E3917000,0,CRS3035RES1000mN2529000E3917000,0,CRS3035RES1000mN2529000E3917000,595359,205,40,2,57,9,5165303,6497,94,2,1,95,0,0,0,0,21,5,9,7,17,62,37,21,19,7,0,16,96,69385
CRS3035RES200mN2529600E3917200,1,CRS3035RES1000mN2529000E3917000,0,CRS3035RES1000mN2529000E3917000,595346,30,3.8,0,10.3,0.9,1067061.7,1606.9,14.1,0.9,2.8,0,0,12.2,0,0,0,0,0.9,1.9,1.9,2.8,5.6,3.7,11.3,1.9,0,0.9,15,69385
CRS3035RES200mN2529600E3917400,0,CRS3035RES1000mN2529000E3917000,0,CRS3035RES1000mN2529000E3917000,595355,142.5,27,8,23,9,3235777.7,4950,59,6,22,26,0,17,0,17,10,2,6,14.5,11,43,26,15,14,1,0,17,65,69385
CRS3035RES200mN2529600E3917600,0,CRS3035RES1000mN2529000E3917000,0,CRS3035RES1000mN2529000E3917000,595352,127,12,5,32,10,3626035.9,5161,41,10,12,1,0,38,0,7,5.5,4,7.5,12,18,24,28,13,11,4,0,5,51,69385
CRS3035RES200mN2529600E3917800,0,CRS3035RES1000mN2529000E3917000,0,CRS3035RES1000mN2529000E3917000,595361,178.5,55,3,42,9,4990990.1,6694.7,99,2,54,0,0,46,1,0,6,6,5,11.5,15,55,39,20,12,9,0,17,101,69385
CRS3035RES200mN2529600E3918000,0,CRS3035RES1000mN2529000E3918000,0,CRS3035RES1000mN2529000E3918000,595432,240.5,40,9,47,15,6537816,9431,103,0,53,15,35,0,0,19,13,3,17,20.5,27,44,52,25,30,9,0,11,103,"69385,69382"
CRS3035RES200mN2529600E3918200,0,CRS3035RES1000mN2529000E3918000,0,CRS3035RES1000mN2529000E3918000,595442,844,170,26,135,29,27420040,39564,390,0,358,13,19,0,0,29,35,12,40,70.5,106.5,183,159,96,95,47,0,36,390,69382
CRS3035RES200mN2529600E3918400,0,CRS3035RES1000mN2529000E3918000,0,CRS3035RES1000mN2529000E3918000,595446,1081,226,41,174,52,32747575.4,47029.6,502,1,482,8,0,12,1,36,47,22,58.5,109.5,126,232,207,98,109,72,0,71,503,69382
CRS3035RES200mN2529600E3918600,0,CRS3035RES1000mN2529000E3918000,0,CRS3035RES1000mN2529000E3918000,595441,713.5,155,24,145,28,23095766.7,33880,347,0,320,27,0,0,0,0,35,14,34.5,55,76,177,105,63,102,52,0,38,347,69382
CRS3035RES200mN2529600E3918800,0,CRS3035RES1000mN2529000E3918000,0,CRS3035RES1000mN2529000E3918000,595429,171.5,22,5,33,7,6450643.3,7993,71,0,71,0,0,0,0,0,10.5,4,10,17.5,11.5,33,31,18,17,19,0,2,71,69382
CRS3035RES200mN2529600E3919200,0,CRS3035RES1000mN2529000E3919000,0,CRS3035RES200mN2529600E3919200,595475,525.5,167,9,65,26,14009482.9,18138,305,0,243,0,15,47,0,14,28,6,15,19.5,62,243,73,30,36,13,0,46,305,69387
CRS3035RES200mN2529600E3919400,0,CRS3035RES1000mN2529000E3919000,0,CRS3035RES200mN2529600E3919400,595486,1053.5,352,17,185,29,24219165,35617,611,0,560,1,36,14,0,20,55,18.5,35,50,108,459,160,70,66,32,0,111,611,"69387,69383"
CRS3035RES200mN2529600E3919600,0,CRS3035RES1000mN2529000E3919000,0,CRS3035RES200mN2529600E3919600,595488,1153.5,338,22,203,46,29193884.8,43389.8,624,5,365,60,113,91,0,97,74.5,17.5,42.5,61,97,421,199,94,98,49,0,88,629,"69383,69387"
CRS3035RES200mN2529600E3919800,0,CRS3035RES1000mN2529000E3919000,0,CRS3035RES200mN2529600E3919800,595483,1054.5,276,19,240,28,31334233.5,40225.3,564,3,250,197,8,112,0,22,56.5,25,39,45,74,406,168,85,105,50,1,55,567,"69383,69387"
CRS3035RES200mN2529600E3920000,0,CRS3035RES1000mN2529000E3920000,0,CRS3035RES1000mN2529000E3920000,595566,601.5,141,14,114,25,15447768.1,20874.3,297,2,55,0,60,184,0,94,40,12,29.5,39,41,168,117,55,78,22,0,50,299,69383
CRS3035RES200mN2529600E3920200,0,CRS3035RES1000mN2529000E3920000,0,CRS3035RES1000mN2529000E3920000,595577,1085.5,344,25,115,80,23355496.1,34594,606,0,176,44,97,289,0,161,67.5,18,64.5,69,112.5,308,194,97,104,49,2,110,606,69383
CRS3035RES200mN2529600E3920400,0,CRS3035RES1000mN2529000E3920000,0,CRS3035RES1000mN2529000E3920000,595576,1069.5,281,20,181,46,27656538,35037.7,560,2,177,67,0,318,0,63,53,30,59.5,74,96,385,180,91,69,32,0,83,562,69383
CRS3035RES200mN2529600E3920600,0,CRS3035RES1000mN2529000E3920000,0,CRS3035RES1000mN2529000E3920000,595582,1315,368,32,199,61,31309193.7,41771.3,701,0,170,48,85,397,1,169,59,28,58,74,134,440,240,97,116,66,3,113,701,69383
CRS3035RES200mN2529600E3920800,1,CRS3035RES1000mN2529000E3920000,0,CRS3035RES1000mN2529000E3920000,595562,28,6.8,1,2.9,1,740763.8,789.8,13.5,0,9.6,0,0,3.9,0,0,1.9,1,0,1,6.7,6.7,6.8,1.9,1,1,0,1.9,13.5,69383
CRS3035RES200mN2529600E3921000,1,CRS3035RES1000mN2529000E3921000,0,CRS3035RES1000mN2529000E3921000,595539,386,94.5,10.9,24.9,22.9,8326600.7,11712.3,190,0,0,0,0,190,0,115.4,24.4,19.4,28.8,28.9,32.8,128.3,84.6,18.9,12.9,7,0,15.9,190,69383
CRS3035RES200mN2529600E3921200,0,CRS3035RES1000mN2529000E3921000,0,CRS3035RES1000mN2529000E3921000,595554,994.5,239,22,266,38,26354273.9,36022.7,499,8,52,338,43,71,3,30,46.5,29,40.5,60,88.5,278,177,115,104,55,1,63,507,69383
CRS3035RES200mN2529600E3921400,0,CRS3035RES1000mN2529000E3921000,0,CRS3035RES1000mN2529000E3921000,595556,939,277,17,162,44,23144472.8,28353,501,12,208,0,65,238,2,24,55.5,33.5,43,45.5,79.5,363,181,60,54,24,0,79,513,69383
CRS3035RES200mN2529600E3921600,0,CRS3035RES1000mN2529000E3921000,0,CRS3035RES1000mN2529000E3921000,595550,858,161,20,179,52,21779974.9,27671.7,396,11,18,40,110,238,1,58,51.5,24.5,51,66,78,260,170,70,64,23,0,57,407,69383
CRS3035RES200mN2529600E3921800,0,CRS3035RES1000mN2529000E3921000,0,CRS3035RES1000mN2529000E3921000,595555,989.5,250,19,157,45,24006716.4,30651,506,7,102,55,40,316,0,48,74,25,50.5,66,86,342,183,69,75,17,2,74,513,69383
CRS3035RES200mN2529600E3922000,0,CRS3035RES1000mN2529000E3922000,0,CRS3035RES200mN2529600E3922000,595655,450.5,121,7,110,19,10238430.9,14536.3,233,10,133,35,59,16,0,17,20,7,23.5,32,46,138,91,37,39,17,0,41,243,"69383,69266"
CRS3035RES200mN2529800E3914000,0,CRS3035RES1000mN2529000E3914000,0,CRS3035RES1000mN2529000E3914000,595296,349,49,12,80,13,8532168.6,12231,128,16,2,9,88,45,0,31,26.5,9,23,24,23.5,86,72,18,46,21,0,8,144,"69244,69385"
CRS3035RES200mN2529800E3914200,0,CRS3035RES1000mN2529000E3914000,0,CRS3035RES1000mN2529000E3914000,595299,356.5,119,5,73,15,7803994.9,10470,203,0,0,132,46,25,0,56,15.5,9,13.5,26.5,13,87,82,46,48,15,1,47,203,"69385,69244"
CRS3035RES200mN2529800E3914400,0,CRS3035RES1000mN2529000E3914000,0,CRS3035RES1000mN2529000E3914000,595302,1079.5,211,25,287,54,25512523.5,40916,520,0,0,0,277,243,0,14,62.5,35.5,48.5,73,81,233,195,123,183,45,0,36,520,"69385,69244"
CRS3035RES200mN2529800E3914600,0,CRS3035RES1000mN2529000E3914000,0,CRS3035RES1000mN2529000E3914000,595301,451.5,103,9,150,22,10851706.4,18031,224,0,0,0,224,0,0,2,26,13.5,24.5,22.5,36,81,107,53,53,35,0,17,224,"69385,69244"
CRS3035RES200mN2529800E3914800,0,CRS3035RES1000mN2529000E3914000,0,CRS3035RES1000mN2529000E3914000,595295,263,48,5,52,19,7073806.5,9586.5,127,2,0,0,42,87,0,16,15,11,18,14,18,80,51,18,29,9,0,10,129,"69385,69244"
CRS3035RES200mN2529800E3915000,0,CRS3035RES1000mN2529000E3915000,0,CRS3035RES1000mN2529000E3915000,595314,231.5,40,5,66,12,6932243.9,9600,105,4,0,0,44,65,0,7,14,4,14.5,18,12,50,53,35,25,6,0,5,109,69385
CRS3035RES200mN2529800E3915200,0,CRS3035RES1000mN2529000E3915000,0,CRS3035RES1000mN2529000E3915000,595322,371,92,4,137,27,12033098.3,16622.4,194,10,12,29,129,34,0,0,8,4,15.5,16,36.5,59,89,55,64,24,0,15,204,69385
CRS3035RES200mN2529800E3915400,0,CRS3035RES1000mN2529000E3915000,0,CRS3035RES1000mN2529000E3915000,595324,555.5,114,10,193,19,19181043.5,27501,268,3,2,61,69,130,9,0,9,9.5,22.5,42,50.5,58,111,76,119,55,3,16,271,69385
CRS3035RES200mN2529800E3915600,0,CRS3035RES1000mN2529000E3915000,0,CRS3035RES1000mN2529000E3915000,595320,311,54,7,108,7,10250134.4,13465,128,13,4,2,63,72,0,0,9,6,10.5,27.5,22,30,70,41,66,28,1,3,141,69385
CRS3035RES200mN2529800E3915800,0,CRS3035RES1000mN2529000E3915000,0,CRS3035RES1000mN2529000E3915000,595318,293,61,11,99,7,9939915.4,14455,123,17,15,3,37,85,0,0,6,3.5,13,18.5,32,26,53,39,66,36,0,11,140,69385
CRS3035RES200mN2529800E3916000,0,CRS3035RES1000mN2529000E3916000,0,CRS3035RES200mN2529800E3916000,595405,545,132,12,214,26,17123275.7,26245,278,12,12,46,215,17,0,0,7,8,21,43,27,47,82,49,156,104,1,7,290,69385
CRS3035RES200mN2529800E3916200,0,CRS3035RES1000mN2529000E3916000,0,CRS3035RES200mN2529800E3916200,595396,384.5,66,13,102,31,9654607.7,13793,162,17,5,107,47,20,0,33,16,12,21.5,44,26,53,84,39,59,30,0,23,179,69385
CRS3035RES200mN2529800E3916400,0,CRS3035RES1000mN2529000E3916000,0,CRS3035RES200mN2529800E3916400,595403,495,98,14,147,19,14924045.3,18286,215,17,9,80,91,52,0,0,26,16,30,27,40,99,98,55,68,36,0,17,232,69385
CRS3035RES200mN2529800E3916600,0,CRS3035RES1000mN2529000E3916000,0,CRS3035RES200mN2529800E3916600,595400,371.5,139,7,94,15,9263027.5,13495.7,214,4,7,55,129,27,0,57,12,7,16,22.5,28,64,66,34,58,64,0,21,218,69385
CRS3035RES200mN2529800E3916800,0,CRS3035RES1000mN2529000E3916000,0,CRS3035RES200mN2529800E3916800,595383,73,14,2,18,2,2076756.8,2941,34,1,3,32,0,0,0,0,4,1,2,6,4,16,12,8,16,4,0,3,35,69385
CRS3035RES200mN2529800E3917000,0,CRS3035RES1000mN2529000E3917000,0,CRS3035RES1000mN2529000E3917000,595350,98.5,13,4,18,5,2944284,3539,34,7,12,1,1,27,0,8,3,1,8,9.5,10,11,37,9,7,2,1,3,41,69385
CRS3035RES200mN2529800E3917200,0,CRS3035RES1000mN2529000E3917000,0,CRS3035RES1000mN2529000E3917000,595362,232.5,49,9,43,14,5429108.6,7445,91,19,103,1,3,3,0,2,19,6,11,17.5,25,48,39,24,32,11,0,25,110,69385
CRS3035RES200mN2529800E3917400,0,CRS3035RES1000mN2529000E3917000,0,CRS3035RES1000mN2529000E3917000,595367,363,100,8,94,16,9980188.1,13760,183,11,125,0,66,3,0,1,10,5.5,23,25.5,36,79,70,56,29,29,0,26,194,69385
CRS3035RES200mN2529800E3917600,0,CRS3035RES1000mN2529000E3917000,0,CRS3035RES1000mN2529000E3917000,595368,450.5,102,9,145,16,14332547.7,16775,211,9,56,0,150,14,0,13,18,12,38.5,24,29,95,97,55,64,18,0,29,220,69385
CRS3035RES200mN2529800E3917800,0,CRS3035RES1000mN2529000E3917000,0,CRS3035RES1000mN2529000E3917000,595349,78.5,7,3,8,7,2321655.4,3203,32,1,33,0,0,0,0,0,1,0,5,10.5,10,12,20,14,4,1,1,4,33,69385
CRS3035RES200mN2529800E3918000,0,CRS3035RES1000mN2529000E3918000,0,CRS3035RES1000mN2529000E3918000,595436,287.5,80,6,51,12,8375333.1,11613,155,3,90,12,0,56,0,3,2,3.5,10,18.5,31.5,99,54,27,33,8,1,25,158,"69385,69382"
CRS3035RES200mN2529800E3918200,0,CRS3035RES1000mN2529000E3918000,0,CRS3035RES1000mN2529000E3918000,595440,651,95,31,139,18,24132397.4,33691.6,279,1,280,0,0,0,0,6,25,11,42,61.5,69.5,101,129,70,101,39,2,17,280,"69382,69385"
CRS3035RES200mN2529800E3918400,0,CRS3035RES1000mN2529000E3918000,0,CRS3035RES1000mN2529000E3918000,595437,413,115,13,92,15,12823928.5,19304,220,0,199,11,0,10,0,18,11,6,22,28,43,116,54,42,62,28,1,28,220,69382
CRS3035RES200mN2529800E3918600,0,CRS3035RES1000mN2529000E3918000,0,CRS3035RES1000mN2529000E3918000,595444,853.5,191,39,162,33,28897865.6,41355.7,409,2,387,18,0,5,1,22,34.5,22,50.5,66.5,86,155,181,82,114,62,0,41,411,69382
CRS3035RES200mN2529800E3918800,0,CRS3035RES1000mN2529000E3918000,0,CRS3035RES1000mN2529000E3918000,595431,190,51,6,47,4,6302148.7,11213,99,0,98,1,0,0,0,0,6,1,6,12,29,43,30,22,31,10,0,14,99,69382
CRS3035RES200mN2529800E3919000,0,CRS3035RES1000mN2529000E3919000,0,CRS3035RES200mN2529800E3919000,595471,116,23,5,23,2,3319917.7,5386,54,0,54,0,0,0,0,0,1,1,4,5,20,30,25,13,9,8,0,4,54,"69382,69387"
CRS3035RES200mN2529800E3919400,0,CRS3035RES1000mN2529000E3919000,0,CRS3035RES200mN2529800E3919400,595478,746,241,9,95,22,20599567.3,28515,434,0,408,0,0,26,0,8,32,6.5,17,43.5,79,334,118,39,57,19,1,62,434,"69383,69387"
CRS3035RES200mN2529800E3919600,0,CRS3035RES1000mN2529000E3919000,0,CRS3035RES200mN2529800E3919600,595484,1146.5,286,42,81,43,20122793.2,30303,571,0,422,0,79,70,0,175,46.5,19,74.5,74.5,133,330,170,80,174,44,1,219,571,69383
CRS3035RES200mN2529800E3919800,0,CRS3035RES1000mN2529000E3919000,0,CRS3035RES200mN2529800E3919800,595487,1105.5,341,26,194,38,28401818.8,38268.1,616,1,451,18,30,116,2,51,64,21,45.5,60,84,454,184,75,89,29,0,91,617,69383
CRS3035RES200mN2529800E3920000,0,CRS3035RES1000mN2529000E3920000,0,CRS3035RES1000mN2529000E3920000,595584,1574,394,37,221,71,37351871.3,48559,810,1,393,48,152,218,0,199,87,37,85.5,109.5,112,557,287,129,123,44,3,160,811,69383
CRS3035RES200mN2529800E3920200,0,CRS3035RES1000mN2529000E3920000,0,CRS3035RES1000mN2529000E3920000,595567,594,173,6,141,21,15662602.9,20942.7,333,0,129,54,62,87,1,17,23.5,10.5,21,25.5,45.5,239,84,58,64,20,3,42,333,69383
CRS3035RES200mN2529800E3920400,0,CRS3035RES1000mN2529000E3920000,0,CRS3035RES1000mN2529000E3920000,595565,371,130,4,78,15,9868435.4,12672,220,0,38,21,26,135,0,0,19,9.5,10,18,42.5,140,61,33,26,12,0,30,220,69383
CRS3035RES200mN2529800E3920600,0,CRS3035RES1000mN2529000E3920000,0,CRS3035RES1000mN2529000E3920000,595579,1241.5,303,26,129,77,27586795.9,39777,648,0,132,221,146,149,0,351,74.5,28.5,62,68.5,76,380,222,114,152,64,0,106,648,69383
CRS3035RES200mN2529800E3921000,0,CRS3035RES1000mN2529000E3921000,0,CRS3035RES1000mN2529000E3921000,595540,329.5,139,4,81,15,8379954.2,12151,210,0,78,17,1,114,0,0,11.5,5,16,18,51,118,49,26,19,15,1,37,210,69383
CRS3035RES200mN2529800E3921200,0,CRS3035RES1000mN2529000E3921000,0,CRS3035RES1000mN2529000E3921000,595548,777,171,9,187,27,23503139.6,29003,389,4,105,43,32,213,0,19,37,12,36.5,48,76.5,195,160,81,93,37,1,37,393,69383
CRS3035RES200mN2529800E3921400,0,CRS3035RES1000mN2529000E3921000,0,CRS3035RES1000mN2529000E3921000,595558,1117.5,271,19,263,35,31457457.1,37617.3,564,6,57,48,25,439,1,20,75.5,29,56.5,69.5,79,412,206,87,83,20,0,53,570,69383
CRS3035RES200mN2529800E3921600,0,CRS3035RES1000mN2529000E3921000,0,CRS3035RES1000mN2529000E3921000,595543,688,115,38,139,19,16874263.8,21328,288,5,22,26,127,118,0,70,40,20,45.5,69.5,53,157,143,61,75,23,1,34,293,69383
CRS3035RES200mN2529800E3921800,0,CRS3035RES1000mN2529000E3921000,0,CRS3035RES1000mN2529000E3921000,595561,1413,283,39,211,76,34898640.9,42628,655,7,165,13,0,484,0,224,77,27.5,82,102.5,141,377,320,162,105,19,0,112,662,"69383,69266"
CRS3035RES200mN2529800E3922000,0,CRS3035RES1000mN2529000E3922000,0,CRS3035RES200mN2529800E3922000,595669,1231.5,172,35,202,74,27445732.5,37012,504,9,27,73,69,344,0,149,71,52.5,86.5,117,89.5,313,250,114,96,40,2,83,513,"69383,69266"
CRS3035RES200mN2529800E3922200,0,CRS3035RES1000mN2529000E3922000,0,CRS3035RES200mN2529800E3922200,595662,779.5,115,26,106,55,16006485.6,20947,333,1,25,130,13,166,0,131,68.5,31,67,58,54,237,152,45,46,21,0,47,334,"69266,69383"
CRS3035RES200mN2530000E3914400,0,CRS3035RES1000mN2530000E3914000,0,CRS3035RES200mN2530000E3914400,597098,306,58,6,48,16,7849130.9,9987,134,13,3,8,25,111,0,32,15,9.5,24,13.5,32,90,55,32,20,15,0,9,147,"69244,69385"
CRS3035RES200mN2530000E3914600,0,CRS3035RES1000mN2530000E3914000,0,CRS3035RES200mN2530000E3914600,597113,831,188,16,203,45,20465498.9,28664,420,2,1,0,139,281,1,0,54.5,19,37,52.5,55,232,143,83,105,48,2,27,422,"69244,69385"
CRS3035RES200mN2530000E3914800,0,CRS3035RES1000mN2530000E3914000,0,CRS3035RES200mN2530000E3914800,597110,600.5,120,18,3,54,9254203.3,15985,278,2,1,279,0,0,0,276,48,24.5,43,52,40,127,102,59,69,33,3,78,280,"69385,69244"
CRS3035RES200mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597065,50,5,2,1,4,935021.2,1423,18,1,1,18,0,0,0,16,3,1,3,4,4,8,8,10,4,5,0,3,19,69385
CRS3035RES200mN2530000E3915200,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597077,390.5,71,13,36,33,6986968.2,11242,175,0,0,84,54,37,0,121,20.5,9,30,42,37,56,79,47,50,19,1,39,175,69385
CRS3035RES200mN2530000E3915400,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597066,106,13,3,4,16,1638186.6,3523,41,2,20,0,0,23,0,33,3,1,10,16,13,7,27,15,13,0,1,16,43,69385
CRS3035RES200mN2530000E3915600,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597073,266.5,53,6,86,12,8189371,12428,122,9,20,109,0,2,0,0,9,4,11,21,16,26,48.5,29,50,52,0,3,131,69385
CRS3035RES200mN2530000E3915800,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597071,216,52,1,50,12,6557671.4,8625.1,101,11,25,9,13,63,2,0,10.5,4.5,12.5,13.5,16,46,44,17,30,22,0,6,112,69385
CRS3035RES200mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597164,265.5,80,3,83,14,8248553.7,11933,143,9,10,25,22,95,0,0,11,2,12.5,12,16,44,37,30,58,43,0,14,152,69385
CRS3035RES200mN2530000E3916200,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597163,257,83,4,80,13,7564614,11432,138,11,2,14,121,12,0,0,7,3.5,9.5,16,8,54,41,28,59,29,2,13,149,69385
CRS3035RES200mN2530000E3916400,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597168,347.5,85,8,108,12,10349693.8,14804.4,156,18,26,68,0,80,0,11,13,4,20,26.5,31,51,74,45,41,41,1,14,174,69385
CRS3035RES200mN2530000E3916600,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597156,84,7,2,21,11,2272028.6,2970,31,4,4,31,0,0,0,0,1.5,1,4,8.5,13.5,16.5,21,7,7,4,0,3,35,69385
CRS3035RES200mN2530000E3916800,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597172,557,100,13,175,36,15864802.1,20894,260,2,14,65,97,86,0,1,20,9,31.5,39.5,49,97,110,95,76,30,0,18,262,69385
CRS3035RES200mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597124,297,69,11,61,21,7627954.8,10883.8,128,15,82,31,10,19,1,28,17,11.5,18.5,30,27,55,69,24,36,8,1,28,143,69385
CRS3035RES200mN2530000E3917200,0,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597129,499.5,102,15,84,28,12158659.9,15968,206,21,165,1,21,40,0,54,25,17,35,46.5,51,98,105,52,52,18,0,33,227,69385
CRS3035RES200mN2530000E3917400,0,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597127,397.5,99,12,70,18,9704732.9,12617,182,14,133,2,60,1,0,38,16,10,23.5,34,35,90,97,32,41,16,3,35,196,69385
CRS3035RES200mN2530000E3917600,0,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597121,229.5,42,5,74,12,7324909.2,9232.4,108,2,22,0,83,5,0,0,10,6,13,14.5,14,39,35,41,45,12,0,8,110,69385
CRS3035RES200mN2530000E3917800,0,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597119,141.5,33,5,20,9,3004277.9,4450,67,2,69,0,0,0,0,27,3,4,9,16.5,10,29,28,17,16,9,0,19,69,69385
CRS3035RES200mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597209,479.5,159,14,92,21,13506274.6,16756,260,14,258,1,5,10,0,6,17.5,7,24,25,62,154,101,48,31,10,0,48,274,69385
CRS3035RES200mN2530000E3918200,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597203,222,64,6,43,11,6242407.2,8487,117,0,107,6,0,4,0,4,11,4,10.5,21,17.5,59,50,17,25,6,1,14,117,"69385,69382"
CRS3035RES200mN2530000E3918400,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597210,721.5,92,46,122,21,25636890.3,35553.7,275,1,262,12,0,2,0,0,28,26.5,49,73,97,118,173,66,65,26,0,29,276,"69382,69385"
CRS3035RES200mN2530000E3918600,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597199,91.5,18,6,16,2,3461680.9,5073,38,0,38,0,0,0,0,0,2,2,1,14,17.5,16,18,9,5,7,0,4,38,69382
CRS3035RES200mN2530000E3918800,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597208,357,104,3,49,16,11196300,17503.6,199,1,200,0,0,0,0,0,13,4.5,12.5,18.5,45.5,103,54,43,45,18,0,28,200,69382
